ISSN	Titulo	Estrato	Classificação
0001-6322	ACTA NEUROPATHOLOGICA	A1	
1601-5215	ACTA NEUROPSYCHIATRICA	A2	
0001-6349	ACTA OBSTETRICIA ET GYNECOLOGICA SCANDINAVICA	A2	
1852-4834	ACTA ODONTOLOGICA LATINOAMERICANA	B3	
0326-4815	ACTA ODONTOLÓGICA LATINOAMERICANA	B3	
1502-3850	ACTA ODONTOLOGICA SCANDINAVICA	A2	
0001-6357	ACTA ODONTOLOGICA SCANDINAVICA (TRYKT UTG.)	A2	
0001-6365	ACTA ODONTOLÓGICA VENEZOLANA	B3	
0284-186X	ACTA ONCOLOGICA (STOCKHOLM)	A3	
1809-8770	ACTA ORL	B4	
1809-4406	ACTA ORTOPÉDICA BRASILEIRA	B1	
1413-7852	ACTA ORTOPÉDICA BRASILEIRA (IMPRESSO)	B1	
0803-5253	ACTA PAEDIATRICA (OSLO)	A2	
1230-2821	ACTA PARASITOLOGICA	B2	
1982-0194	ACTA PAUL DE ENFERM	A4	
0103-2100	ACTA PAULISTA DE ENFERMAGEM	A4	
0001-690X	ACTA PSYCHIATRICA SCANDINAVICA	A1	
0303-464X	ACTA REUMATOLÓGICA PORTUGUESA	B3	
1679-9216	ACTA SCIENTIAE VETERINARIAE (ONLINE)	B2	
1678-0345	ACTA SCIENTIAE VETERINARIAE (UFRGS. IMPRESSO)	B2	
1807-863X	ACTA SCIENTIARUM. BIOLOGICAL SCIENCES (ONLINE)	B2	
1679-9291	ACTA SCIENTIARUM. HEALTH SCIENCES (IMPRESSO)	B2	
1807-8648	ACTA SCIENTIARUM. HEALTH SCIENCES (ONLINE)	B2	
1807-8656	ACTA SCIENTIARUM. HUMAN AND SOCIAL SCIENCES	A2	
1807-8664	ACTA SCIENTIARUM. TECHNOLOGY (ONLINE)	B2	
2582-4473	ACTA SCIENTIFIC CANCER BIOLOGY	C	
2581-4893	ACTA SCIENTIFIC DENTAL SCIENCES	B3	
2582-1423	ACTA SCIENTIFIC NUTRITIONAL HEALTH	C	
0001-7019	ACTA STOMATOLOGICA CROATICA	B2	
0327-9286	ACTA TOXICOLÓGICA ARGENTINA	C	
0001-706X	ACTA TROPICA	A2	
1981-5484	ACTA VETERINARIA BRASILICA	B1	
0964-5284	ACUPUNCTURE IN MEDICINE	A3	
0965-2140	ADDICTION (ABINGDON. PRINT)	A1	
0306-4603	ADDICTIVE BEHAVIORS	A2	
2352-8532	ADDICTIVE BEHAVIORS REPORTS	A4	
1531-5754	ADDICTIVE DISORDERS & THEIR TREATMENT	B2	
2175-5787	ADMINISTRAÇÃO PÚBLICA E GESTÃO SOCIAL	A3	
0894-587X	ADMINISTRATION AND POLICY IN MENTAL HEALTH	A2	
2177-5281	ADOLESCÊNCIA & SAÚDE	B2	
0896-422X	ADVANCED COATINGS & SURFACE TECHNOLOGY	C	
2198-3844	ADVANCED SCIENCE	A1	
2639-0531	ADVANCEMENTS IN CASE STUDIES	B4	
2307-8316	ADVANCES IN ANIMAL AND VETERINARY SCIENCES	B2	
2474-7637	ADVANCES IN BIOTECHNOLOGY & MICROBIOLOGY	C	
0895-9374	ADVANCES IN DENTAL RESEARCH	A1	
1544-0737	ADVANCES IN DENTAL RESEARCH (ONLINE)	A1	
1757-0972	ADVANCES IN DUAL DIAGNOSIS	B3	
0065-2598	ADVANCES IN EXPERIMENTAL MEDICINE AND BIOLOGY	A4	
2164-2648	ADVANCES IN INFECTIOUS DISEASES	C	
2212-9588	ADVANCES IN INTEGRATIVE MEDICINE	B2	
2194-5357	ADVANCES IN INTELLIGENT SYSTEMS AND COMPUTING	B2	
1343-4373	ADVANCES IN MATHEMATICAL SCIENCES AND APPLICATIONS	C	
1898-4002	ADVANCES IN MEDICAL SCIENCES	A3	
2165-3402	ADVANCES IN MICROBIOLOGY	B3	
2675-1798	ADVANCES IN NURSING AND HEALTH	B2	
0161-9268	ADVANCES IN NURSING SCIENCE	A1	
2156-5376	ADVANCES IN NUTRITION	A1	
1099-1557	ADVANCES IN PHARMACOEPIDEMIOLOGY & DRUG SAFETY	A1	
1043-4046	ADVANCES IN PHYSIOLOGY EDUCATION	A4	
1522-1229	ADVANCES IN PHYSIOLOGY EDUCATION (ONLINE)	A4	
2691-8803	ADVANCES IN PUBLIC HEALTH, COMMUNITY AND TROPICAL MEDICINE	C	
2523-3106	ADVANCES IN RHEUMATOLOGY	B2	
1527-7941	ADVANCES IN SKIN & WOUND CARE	A3	
0741-238X	ADVANCES IN THERAPY	A2	
0309-1708	ADVANCES IN WATER RESOURCES	A1	
1518-3769	ADVIR (ASDUERJ)	A4	
0364-216X	AESTHETIC PLASTIC SURGERY	A4	
1993-8233	AFRICAN JOURNAL OF BUSINESS MANAGEMENT	C	
1996-0808	AFRICAN JOURNAL OF MICROBIOLOGY RESEARCH	B3	
1996-0816	AFRICAN JOURNAL OF PHARMACY AND PHARMACOLOGY	B4	
0189-6016	AFRICAN JOURNAL OF TRADITIONAL, COMPLEMENTARY AND ALTERNATIVE MEDICINES	C	
0002-0729	AGE AND AGEING	A1	
0163-5158	AGEING INTERNATIONAL	B2	
1568-1637	AGEING RESEARCH REVIEWS (PRINT)	A1	
2002-7850	AGEING SCIENCE & MENTAL HEALTH STUDIES	C	
2318-8499	AGENDA POLÍTICA	A3	
1981-9862	AGENDA SOCIAL (UENF)	B3	
1359-1789	AGGRESSION AND VIOLENT BEHAVIOUR	A1	
0096-140X	AGGRESSIVE BEHAVIOR (PRINT)	A3	
1360-7863	AGING & MENTAL HEALTH (PRINT)	A1	
2152-5250	AGING AND DISEASE	A1	
1720-8319	AGING CLINICAL AND EXPERIMENTAL RESEARCH	A3	
1368-5538	AGING MALE	A4	
2663-8851	AGING MEDICINE AND HEALTHCARE	B2	
2182-9888	AGIR - REVISTA INTERDISCIPLINAR DE CIÊNCIAS SOCIAIS E HUMANAS	B4	
1809-4414	ÁGORA: ESTUDOS EM TEORIA PSICANALÍTICA (ONLINE)	A2	
1414-0454	ÁGORA (UNISC)	A4	
1982-6737	ÁGORA (UNISC. ONLINE)	A4	
2168-3565	AGROECOLOGY AND SUSTAINABLE FOOD SYSTEMS (PRINT)	A2	
2525-877X	AGROPAMPA: REVISTA DE GESTÃO DO AGRONEGÓCIO	B3	
2179-9784	ÁGUAS SUBTERRÂNEAS	B3	
1090-7165	AIDS AND BEHAVIOR	A1	
1573-3254	AIDS AND BEHAVIOR (DORDRECHT. ONLINE)	A1	
1360-0451	AIDS CARE	A2	
0954-0121	AIDS CARE (PRINT)	A2	
0269-9370	AIDS (LONDON)	A1	
1087-2914	AIDS PATIENT CARE AND STDS	A1	
0889-2229	AIDS RESEARCH AND HUMAN RETROVIRUSES	B2	
1742-6405	AIDS RESEARCH AND THERAPY	B1	
2090-1240	AIDS RESEARCH AND TREATMENT	B2	
1873-9326	AIR QUALITY, ATMOSPHERE & HEALTH (ONLINE)	A2	
1983-9472	ALBUQUERQUE: REVISTA DE HISTÓRIA	B1	
2175-7402	ALCEU (ONLINE)	B2	
0741-8329	ALCOHOL (FAYETTEVILLE, N.Y.)	A2	
0145-6008	ALCOHOLISM, CLINICAL AND EXPERIMENTAL RESEARCH	A2	
1530-0277	ALCOHOLISM: CLINICAL AND EXPERIMENTAL RESEARCH	A2	
0002-5151	ALERGIA (MÉXICO)	B3	
1981-1330	ALETHEIA	B1	
1413-0394	ALETHEIA (ULBRA)	B1	
0301-0546	ALLERGOLOGIA ET IMMUNOPATHOLOGIA (ED. IMPRESA)	B1	
1710-1492	ALLERGY, ASTHMA, AND CLINICAL IMMUNOLOGY (ONLINE)	B1	
0105-4538	ALLERGY (COPENHAGEN)	A1	
1398-9995	ALLERGY (ONLINE)	A1	
1677-9711	ALMANAQUE DE PSICANÁLISE E SAÚDE MENTAL	B4	
2359-6651	ALMANAQUE MULTIDISCIPLINAR DE PESQUISA	B1	
2447-9837	ÁLTERA REVISTA DE ANTROPOLOGIA	A4	
2318-4817	ALTUS CIÊNCIAS	B4	
1552-5260	ALZHEIMER'S & DEMENTIA	A1	
2525-8281	AMADEUS INTERNATIONAL MULTIDISCIPLINARY JOURNAL	C	
1984-6215	AMAZÔNICA: REVISTA DE ANTROPOLOGIA (IMPRESSO)	A2	
2176-0675	AMAZÔNICA: REVISTA DE ANTROPOLOGIA (ONLINE)	A2	
2191-0855	AMB EXPRESS	A4	
1809-4422	AMBIENTE & SOCIEDADE (ONLINE)	A2	
1414-753X	AMBIENTE E SOCIEDADE	A2	
2176-6703	AMBIENTE HOSPITALAR	B3	
2520-0518	AME MEDICAL JOURNAL	C	
0002-838X	AMERICAN FAMILY PHYSICIAN (1970)	A1	
2156-8251	AMERICAN JOURNAL OF ANALYTICAL CHEMISTRY	C	
2642-1747	AMERICAN JOURNAL OF BIOMEDICAL SCIENCE & RESEARCH	C	
2160-200X	AMERICAN JOURNAL OF CARDIOVASCULAR DISEASE	C	
1175-3277	AMERICAN JOURNAL OF CARDIOVASCULAR DRUGS	A2	
1938-3207	AMERICAN JOURNAL OF CLINICAL NUTRITION	A1	
0002-9173	AMERICAN JOURNAL OF CLINICAL PATHOLOGY	A3	
2349-7238	AMERICAN JOURNAL OF COMPUTER SCIENCE AND ENGINEERING SURVEY	B3	
0894-8275	AMERICAN JOURNAL OF DENTISTRY	B1	
2320-0847	AMERICAN JOURNAL OF ENGINEERING RESEARCH	C	
2320-0936	AMERICAN JOURNAL OF ENGINEERING RESEARCH	C	
0002-9262	AMERICAN JOURNAL OF EPIDEMIOLOGY	A1	
0890-1171	AMERICAN JOURNAL OF HEALTH PROMOTION	A2	
1042-0533	AMERICAN JOURNAL OF HUMAN BIOLOGY	A1	
1520-6300	AMERICAN JOURNAL OF HUMAN BIOLOGY (ONLINE)	A1	
0002-9297	AMERICAN JOURNAL OF HUMAN GENETICS	A1	
0895-7061	AMERICAN JOURNAL OF HYPERTENSION	A3	
1941-7225	AMERICAN JOURNAL OF HYPERTENSION (ONLINE)	A3	
1097-0274	AMERICAN JOURNAL OF INDUSTRIAL MEDICINE	A3	
0271-3586	AMERICAN JOURNAL OF INDUSTRIAL MEDICINE (PRINT)	A3	
0196-6553	AMERICAN JOURNAL OF INFECTION CONTROL	A3	
1552-4833	AMERICAN JOURNAL OF MEDICAL GENETICS - PART A	B1	
1552-4825	AMERICAN JOURNAL OF MEDICAL GENETICS. PART A	B1	
1552-4841	AMERICAN JOURNAL OF MEDICAL GENETICS. PART B, NEUROPSYCHIATRIC GENETICS	A1	
1557-9883	AMERICAN JOURNAL OF MEN'S HEALTH	A3	
2161-6663	AMERICAN JOURNAL OF MOLECULAR BIOLOGY	B4	
0195-6108	AMERICAN JOURNAL OF NEURORADIOLOGY	A2	
0002-9378	AMERICAN JOURNAL OF OBSTETRICS AND GYNECOLOGY (PRINT)	A1	
0889-5406	AMERICAN JOURNAL OF ORTHODONTICS AND DENTOFACIAL ORTHOPEDICS	A1	
1097-6752	AMERICAN JOURNAL OF ORTHODONTICS AND DENTOFACIAL ORTHOPEDICS (ONLINE)	A1	
0735-1631	AMERICAN JOURNAL OF PERINATOLOGY (PRINT)	A3	
0002-9459	AMERICAN JOURNAL OF PHARMACEUTICAL EDUCATION	A2	
0894-9115	AMERICAN JOURNAL OF PHYSICAL MEDICINE & REHABILITATION	A2	
0363-6135	AMERICAN JOURNAL OF PHYSIOLOGY. HEART AND CIRCULATORY PHYSIOLOGY	A1	
0749-3797	AMERICAN JOURNAL OF PREVENTIVE MEDICINE	A1	
1548-7776	AMERICAN JOURNAL OF PSYCHIATRIC REHABILITATION	B3	
0090-0036	AMERICAN JOURNAL OF PUBLIC HEALTH (1971)	A1	
1073-449X	AMERICAN JOURNAL OF RESPIRATORY AND CRITICAL CARE MEDICINE	A1	
1945-8924	AMERICAN JOURNAL OF RHINOLOGY & ALLERGY (PRINT)	A1	
1546-3141	AMERICAN JOURNAL OF ROENTGENOLOGY	A2	
0361-803X	AMERICAN JOURNAL OF ROENTGENOLOGY (1976. PRINT)	A2	
1058-0360	AMERICAN JOURNAL OF SPEECH-LANGUAGE PATHOLOGY	A1	
1476-1645	AMERICAN JOURNAL OF TROPICAL MEDICINE AND HYGINE	A3	
2313-4410	AMERICAN SCIENTIFIC RESEARCH JOURNAL FOR ENGINEERING, TECHNOLOGY, AND SCIENCES	C	
2313-4402	AMERICAN SCIENTIFIC RESEARCH JOURNAL FOR ENGINEERING, TECHNOLOGY, AND SCIENCES (ASRJETS)	C	
1548-8748	AMERICAN SOCIETY OF CLINICAL ONCOLOGY - EDUCATIONAL BOOK	A1	
2167-8421	AMYOTROPHIC LATERAL SCLEROSIS AND FRONTOTEMPORAL DEGENERATION	A3	
1075-9964	ANAEROBE (LONDON. PRINT)	A2	
0365-0596	ANAIS BRASILEIROS DE DERMATOLOGIA (IMPRESSO)	B2	
1806-4841	ANAIS BRASILEIROS DE DERMATOLOGIA (ONLINE)	B2	
0001-3765	ANAIS DA ACADEMIA BRASILEIRA DE CIÊNCIAS (IMPRESSO)	A2	
1678-2690	ANAIS DA ACADEMIA BRASILEIRA DE CIÊNCIAS (ONLINE)	A2	
2594-3618	ANAIS DA ACADEMIA CEARENSE DE CIÊNCIAS	C	
2317-9147	ANAIS DO COLÓQUIO SEMIÓTICA DAS MÍDIAS	C	
0303-7762	ANAIS DO INSTITUTO DE HIGIENE E MEDICINA TROPICAL	B3	
2304-0106	ANALES DE LA ACADEMIA DE CIENCIAS DE CUBA  (AACC)	B4	
2182-2999	ANÁLISE SOCIAL - REVISTA DO INSTITUTO DE CIÊNCIAS SOCIAIS DA UNIVERSIDADE DE LISBOA	A3	
1980-0711	ANÁLISES E INDICADORES DO AGRONEGÓCIO	B3	
2386-8066	ANÁLISIS (ZARAGOZA. 2014)	A3	
1453-7559	ANALIZE - JOURNAL OF GENDER AND FEMINIST STUDIES	B2	
0910-6340	ANALYTICAL SCIENCES	B1	
2675-8385	ANÃNSI	C	
0340-2096	ANATOMIA, HISTOLOGIA, EMBRYOLOGIA	A4	
1935-9772	ANATOMICAL SCIENCES EDUCATION	A1	
2047-2919	ANDROLOGY-US	A1	
2090-1267	ANEMIA	B1	
1751-7311	ANIMAL (CAMBRIDGE. PRINT)	A1	
0378-4320	ANIMAL REPRODUCTION SCIENCE (PRINT)	A2	
1081-1206	ANNALS OF ALLERGY, ASTHMA & IMMUNOLOGY	A2	
0003-4746	ANNALS OF APPLIED BIOLOGY	A2	
0090-6964	ANNALS OF BIOMEDICAL ENGINEERING	A2	
2328-9503	ANNALS OF CLINICAL AND TRANSLATIONAL NEUROLOGY (ONLINE)	A2	
2688-1241	ANNALS OF CLINICAL CASE STUDIES	C	
1476-0711	ANNALS OF CLINICAL MICROBIOLOGY AND ANTIMICROBIALS	A3	
2475-9465	ANNALS OF COMMUNITY MEDICINE AND PRACTICE	B3	
2639-9210	ANNALS OF DENTISTRY AND ORAL HEALTH	C	
2381-8883	ANNALS OF DEPRESSION AND ANXIETY	C	
1092-9134	ANNALS OF DIAGNOSTIC PATHOLOGY (PRINT)	A4	
0196-0644	ANNALS OF EMERGENCY MEDICINE	A1	
1047-2797	ANNALS OF EPIDEMIOLOGY	A2	
2639-4391	ANNALS OF EPIDEMIOLOGY & PUBLIC HEALTH	B4	
1544-1709	ANNALS OF FAMILY MEDICINE	A1	
2214-9996	ANNALS OF GLOBAL HEALTH	A3	
2578-6520	ANNALS OF HEART	B4	
0939-5555	ANNALS OF HEMATOLOGY (PRINT)	A3	
1665-2681	ANNALS OF HEPATOLOGY	B1	
0301-4460	ANNALS OF HUMAN BIOLOGY	A3	
2110-5820	ANNALS OF INTENSIVE CARE	A1	
0003-4819	ANNALS OF INTERNAL MEDICINE	A1	
2049-0801	ANNALS OF MEDICINE AND SURGERY	A4	
0364-5134	ANNALS OF NEUROLOGY	A1	
1542-474X	ANNALS OF NONINVASIVE ELECTROCARDIOLOGY	B1	
1082-720X	ANNALS OF NONINVASIVE ELECTROCARDIOLOGY	B1	
0250-6807	ANNALS OF NUTRITION & METABOLISM	A3	
2381-8891	ANNALS OF NUTRITIONAL DISORDERS & THERAPY	C	
2052-4374	ANNALS OF OCCUPATIONAL AND ENVIRONMENTAL MEDICINE	A3	
1569-8041	ANNALS OF ONCOLOGY	A1	
2287-1012	ANNALS OF PEDIATRIC ENDOCRINOLOGY & METABOLISM	B1	
1877-0657	ANNALS OF PHYSICAL AND REHABILITATION MEDICINE	A1	
0003-4932	ANNALS OF SURGERY	A1	
1068-9265	ANNALS OF SURGICAL ONCOLOGY	A1	
2325-6621	ANNALS OF THE AMERICAN THORACIC SOCIETY	A2	
0077-8923	ANNALS OF THE NEW YORK ACADEMY OF SCIENCES	A1	
2305-5847	ANNALS OF TRANSLATIONAL MEDICINE	A4	
2329-0358	ANNALS OF TRANSPLANTATION	B2	
0197-016X	ANNUAL MEETING OF THE AMERICAN ASSOCIATION FOR CANCER RESEARCH. PROCEEDINGS	C	
1746-739X	ANNUAL REVIEW OF CRITICAL PSYCHOLOGY (ONLINE)	B4	
2083-4594	ANTHROPOLOGICAL REVIEW	B1	
2111-5028	ANTHROPOLOGIE & SANTÉ	B2	
2079-6382	ANTIBIOTICS-BASEL	A3	
1871-5206	ANTI-CANCER AGENTS IN MEDICINAL CHEMISTRY	A2	
0250-7005	ANTICANCER RESEARCH	B1	
1098-6596	ANTIMICROBIAL AGENTS AND CHEMOTHERAPY (ONLINE)	A1	
0066-4804	ANTIMICROBIAL AGENTS AND CHEMOTHERAPY (PRINT)	A1	
2047-2994	ANTIMICROBIAL RESISTANCE AND INFECTION CONTROL	A2	
2076-3921	ANTIOXIDANTS	B1	
0166-3542	ANTIVIRAL RESEARCH	A2	
2179-7331	ANTROPOLÍTICA: REVISTA CONTEMPORÂNEA DE ANTROPOLOGIA	A2	
0870-0990	ANTROPOLOGIA PORTUGUESA	B1	
2357-738X	ANUÁRIO ANTROPOLÓGICO	A2	
0102-4302	ANUÁRIO ANTROPOLÓGICO	A2	
1982-3908	ANUÁRIO DO INSTITUTO DE GEOCIÊNCIAS (ONLINE)	B2	
0101-9759	ANUÁRIO DO INSTITUTO DE GEOCIÊNCIAS (UFRJ. IMPRESSO)	B2	
2525-4669	ANUÁRIO PESQUISA E EXTENSÃO UNOESC JOAÇABA	B4	
0195-6663	APPETITE (LONDON. PRINT)	A1	
2196-4351	APPLIED ADHESION SCIENCE	B1	
0099-2240	APPLIED AND ENVIRONMENTAL MICROBIOLOGY (PRINT)	A1	
1980-5578	APPLIED CANCER RESEARCH (ONLINE)	C	
0926-3373	APPLIED CATALYSIS. B, ENVIRONMENTAL (PRINT)	A1	
0003-6870	APPLIED ERGONOMICS	A1	
0143-6228	APPLIED GEOGRAPHY (SEVENOAKS)	A1	
1179-1896	APPLIED HEALTH ECONOMICS AND HEALTH POLICY	A3	
1175-5652	APPLIED HEALTH ECONOMICS AND HEALTH POLICY	A3	
1541-2016	APPLIED IMMUNOHISTOCHEMISTRY & MOLECULAR MORPHOLOGY (PRINT)	A3	
0307-904X	APPLIED MATHEMATICAL MODELLING	A1	
1935-0090	APPLIED MATHEMATICS & INFORMATION SCIENCES (PRINT)	B1	
1432-0614	APPLIED MICROBIOLOGY AND BIOTECHNOLOGY	A2	
0897-1897	APPLIED NURSING RESEARCH	A1	
1715-5312	APPLIED PHYSIOLOGY, NUTRITION AND METABOLISM (PRINT)	A3	
0035-9254	APPLIED STATISTICS (PRINT)	A2	
0169-4332	APPLIED SURFACE SCIENCE	A1	
2359-246X	APRENDER – CADERNO DE FILOSOFIA E PSICOLOGIA DA EDUCAÇÃO (ONLINE)	B2	
1678-7846	APRENDER (VITÓRIA DA CONQUISTA)	B2	
2596-3317	APS EM REVISTA	B4	
1886-6581	APUNTS. MEDICINA DE L'ESPORT (ONLINE)	B1	
0167-5427	AQUATIC MAMMALS	B1	
2027-5374	AQUICHAN	A4	
1657-5997	AQUICHAN	A4	
1414-8846	AQUILA (RIO DE JANEIRO)	B3	
1221-5104	ARCA	C	
1866-9557	ARCHAEOLOGICAL AND ANTHROPOLOGICAL SCIENCES	A1	
0003-9861	ARCHIVES OF BIOCHEMISTRY AND BIOPHYSICS (PRINT)	A2	
1989-8436	ARCHIVES OF CLINICAL MICROBIOLOGY	B3	
1806-938X	ARCHIVES OF CLINICAL PSYCHIATRY (SÃO PAULO)	B2	
2455-5479	ARCHIVES OF COMMUNITY MEDICINE AND PUBLIC HEALTH	C	
0003-9888	ARCHIVES OF DISEASE IN CHILDHOOD	A1	
2359-4292	ARCHIVES OF ENDOCRINOLOGY AND METABOLISM	B2	
2359-3997	ARCHIVES OF ENDOCRINOLOGY AND METABOLISM	B2	
1933-8244	ARCHIVES OF ENVIRONMENTAL & OCCUPATIONAL HEALTH	B1	
0090-4341	ARCHIVES OF ENVIRONMENTAL CONTAMINATION AND TOXICOLOGY (PRINT)	A3	
0167-4943	ARCHIVES OF GERONTOLOGY AND GERIATRICS	A1	
1432-0711	ARCHIVES OF GYNECOLOGY AND OBSTETRICS (ON LINE)	A2	
0932-0067	ARCHIVES OF GYNECOLOGY AND OBSTETRICS (PRINT)	A2	
2595-2544	ARCHIVES OF HEAD AND NECK SURGERY	B4	
2675-4711	ARCHIVES OF HEALTH	B3	
2317-3009	ARCHIVES OF HEALTH INVESTIGATION	B3	
1029-2977	ARCHIVES OF IRANIAN MEDICINE	A2	
0188-4409	ARCHIVES OF MEDICAL RESEARCH	A4	
1989-5216	ARCHIVES OF MEDICINE	B3	
2638-504X	ARCHIVES OF NEUROLOGY AND NEURO DISORDERS	C	
2581-4265	ARCHIVES OF NURSING PRACTICE AND CARE	B4	
0003-9969	ARCHIVES OF ORAL BIOLOGY	A1	
1862-3514	ARCHIVES OF OSTEOPOROSIS (ONLINE)	A3	
0003-9993	ARCHIVES OF PHYSICAL MEDICINE AND REHABILITATION (PRINT)	A1	
2057-0082	ARCHIVES OF PHYSIOTHERAPY	B2	
0883-9417	ARCHIVES OF PSYCHIATRIC NURSING	A1	
2049-3258	ARCHIVES OF PUBLIC HEALTH	A3	
0004-0002	ARCHIVES OF SEXUAL BEHAVIOR	A1	
2578-6334	ARCHIVES OF SPORTS MEDICINE	B4	
0340-5761	ARCHIVES OF TOXICOLOGY	A1	
1517-784X	ARCHIVES OF VETERINARY SCIENCE	B2	
0304-8608	ARCHIVES OF VIROLOGY	B1	
1434-1816	ARCHIVES OF WOMEN'S MENTAL HEALTH	A2	
1068-2341	ARCHIVOS ANALÍTICOS DE POLÍTICAS EDUCATIVAS / EDUCATION POLICY ANALYSIS ARCHIVES	A1	
1668-3501	ARCHIVOS ARGENTIONOS DE PEDIATRIA	B1	
1405-9940	ARCHIVOS DE CARDIOLOGIA DO MÉXICO	B4	
1657-320X	ARCHIVOS DE MEDICINA (MANIZALES)	B3	
1994-6961	ARCHNET-IJAR: INTERNATIONAL JOURNAL OF ARCHITECTURAL RESEARCH	A2	
1984-4255	ARGUMENTOS: REVISTA DE FILOSOFIA (ONLINE)	A2	
2527-2551	ARGUMENTOS- REVISTA DO DEPARTAMENTO DE CIÊNCIAS SOCIAIS DA UNIMONTES	B1	
2176-9575	ARGUMENTUM (VITÓRIA)	A1	
0102-0935	ARQUIVO BRASILEIRO DE MEDICINA VETERINÁRIA E ZOOTECNIA	B1	
1678-4162	ARQUIVO BRASILEIRO DE MEDICINA VETERINÁRIA E ZOOTECNIA (ONLINE)	B1	
2447-4177	ARQUIVO EM CARTAZ	B4	
2317-918X	ARQUIVO JURÍDICO – REVISTA JURÍDICA ELETRÔNICA DA UNIVERSIDADE FEDERAL DO PIAUÍ	B2	
2446-9262	ARQUIVOS BRASILEIROS DE ALIMENTAÇÃO	C	
1678-4170	ARQUIVOS BRASILEIROS DE CARDIOLOGIA	B2	
0066-782X	ARQUIVOS BRASILEIROS DE CARDIOLOGIA (IMPRESSO)	B2	
1983-2451	ARQUIVOS BRASILEIROS DE CIÊNCIAS DA SAÚDE	B1	
0365-074X	ARQUIVOS BRASILEIROS DE MEDICINA NAVAL	B4	
0004-2749	ARQUIVOS BRASILEIROS DE OFTALMOLOGIA (IMPRESSO)	A4	
1809-5267	ARQUIVOS BRASILEIROS DE PSICOLOGIA (ONLINE)	A2	
0004-2773	ARQUIVOS CATARINENSES DE MEDICINA (IMPRESSO)	B2	
1806-4280	ARQUIVOS CATARINENSES DE MEDICINA (ONLINE)	B2	
2526-5393	ARQUIVOS DE ASMA, ALERGIA E IMUNOLOGIA	C	
2318-3691	ARQUIVOS DE CIÊNCIAS DA SAÚDE	B1	
1982-114X	ARQUIVOS DE CIÊNCIAS DA SAÚDE DA UNIPAR	B1	
1415-076X	ARQUIVOS DE CIÊNCIAS DA SAÚDE DA UNIPAR	B1	
1807-1325	ARQUIVOS DE CIÊNCIAS DA SAÚDE (FAMERP)	B1	
0374-5686	ARQUIVOS DE CIÊNCIAS DO MAR	B3	
0004-2803	ARQUIVOS DE GASTROENTEROLOGIA (IMPRESSO)	B2	
1678-4219	ARQUIVOS DE GASTROENTEROLOGIA (ONLINE)	B2	
