ISSN	Titulo	Estrato	Classificação
1863-2653	BRAIN STRUCTURE & FUNCTION (PRINT)	A1	
0102-4728	BRASIL MINERAL (SÃO PAULO)	B3	
2595-3621	BRAZILIAN APPLIED SCIENCE REVIEW	C	
2525-3621	BRAZILIAN APPLIED SCIENCE REVIEW	C	
1516-8913	BRAZILIAN ARCHIVES OF BIOLOGY AND TECHNOLOGY (IMPRESSO)	A4	
1678-4324	BRAZILIAN ARCHIVES OF BIOLOGY AND TECHNOLOGY (ONLINE)	A4	
0103-6440	BRAZILIAN DENTAL JOURNAL	A2	
1806-4760	BRAZILIAN DENTAL JOURNAL	A2	
2178-6011	BRAZILIAN DENTAL SCIENCE	B1	
2179-3425	BRAZILIAN JOURNAL OF ANALYTICAL CHEMISTRY (PRINT)	B3	
2595-573X	BRAZILIAN JOURNAL OF ANIMAL AND ENVIRONMENTAL RESEARCH	B4	
1519-6984	BRAZILIAN JOURNAL OF BIOLOGY (IMPRESSO)	A3	
1678-4375	BRAZILIAN JOURNAL OF BIOLOGY (ONLINE)	A3	
2596-1934	BRAZILIAN JOURNAL OF BUSINESS	C	
0104-6632	BRAZILIAN JOURNAL OF CHEMICAL ENGINEERING (IMPRESSO)	A3	
1678-4383	BRAZILIAN JOURNAL OF CHEMICAL ENGINEERING (ONLINE)	A3	
2525-8761	BRAZILIAN JOURNAL OF DEVELOPMENT	C	
2448-3184	BRAZILIAN JOURNAL OF FOOD RESEARCH	C	
1981-6723	BRAZILIAN JOURNAL OF FOOD TECHNOLOGY (ONLINE)	B2	
2317-4889	BRAZILIAN JOURNAL OF GEOLOGY	A2	
2317-4692	BRAZILIAN JOURNAL OF GEOLOGY	A2	
2595-6825	BRAZILIAN JOURNAL OF HEALTH REVIEW	B3	
1414-431X	BRAZILIAN JOURNAL OF MEDICAL AND BIOLOGICAL RESEARCH	A3	
0100-879X	BRAZILIAN JOURNAL OF MEDICAL AND BIOLOGICAL RESEARCH (IMPRESSO)	A3	
1517-8382	BRAZILIAN JOURNAL OF MICROBIOLOGY	A2	
1982-436X	BRAZILIAN JOURNAL OF OCEANOGRAPHY (ONLINE)	A4	
2237-8960	BRAZILIAN JOURNAL OF OPERATIONS & PRODUCTION MANAGEMENT	B3	
1677-3225	BRAZILIAN JOURNAL OF ORAL SCIENCES (ONLINE)	B1	
1982-0593	BRAZILIAN JOURNAL OF PETROLEUM AND GAS	B2	
1984-8250	BRAZILIAN JOURNAL OF PHARMACEUTICAL SCIENCES	B1	
2175-9790	BRAZILIAN JOURNAL OF PHARMACEUTICAL SCIENCES (ONLINE)	B1	
0103-9733	BRAZILIAN JOURNAL OF PHYSICS (IMPRESSO)	A3	
2447-5580	BRAZILIAN JOURNAL OF PRODUCTION ENGINEERING	B2	
2319-0612	BRAZILIAN JOURNAL OF RADIATION SCIENCES	B1	
2317-4404	BRAZILIAN JOURNAL OF SURGERY AND CLINICAL RESEARCH	B3	
1981-9854	BRAZILIAN JOURNALISM RESEARCH (ONLINE)	A2	
1807-3107	BRAZILIAN ORAL RESEARCH	A2	
1806-8324	BRAZILIAN ORAL RESEARCH	A2	
0007-070X	BRITISH FOOD JOURNAL (1966)	A1	
0007-1145	BRITISH JOURNAL OF NUTRITION	A1	
2231-2919	BRITISH JOURNAL OF PHARMACEUTICAL RESEARCH	B3	
0007-1285	BRITISH JOURNAL OF RADIOLOGY	A3	
2595-0118	BRJP (IMPRESSO)	B1	
0324-1130	BULGARIAN CHEMICAL COMMUNICATIONS	B3	
1978-2993	BULLETIN OF CHEMICAL REACTION ENGINEERING & CATALYSIS	B2	
0007-4861	BULLETIN OF ENVIRONMENTAL CONTAMINATION AND TOXICOLOGY	A4	
0250-4707	BULLETIN OF MATERIALS SCIENCE	A4	
1347-1260	BULLETIN OF THE INTERNATIONAL CENTER - SHIZUOKA UNIVERSITY	C	
2047-7031	BUSINESS MANAGEMENT DYNAMICS	C	
2572-3170	BUSINESS STRATEGY AND DEVELOPMENT	A4	
2311-5629	C. JOURNAL OF CARBON RESEARCH	B3	
2175-7941	CADERNO BRASILEIRO DE ENSINO DE FÍSICA	A1	
2318-2962	CADERNO DE GEOGRAFIA	A1	
1980-6272	CADERNO DE INICIAÇÃO À PESQUISA (UNIVILLE)	B3	
2358-2367	CADERNO VERDE DE AGROECOLOGIA E DESENVOLVIMENTO SUSTENTÁVEL	C	
2236-7934	CADERNOS DE AGROECOLOGIA	B1	
2447-6943	CADERNOS DE ESTUDOS E PESQUISA NA EDUCAÇÃO BÁSICA	B2	
2179-1562	CADERNOS DE ESTUDOS E PESQUISAS	B4	
2317-0026	CADERNOS DE PROSPECÇÃO	B2	
1983-1358	CADERNOS DE PROSPECÇÃO	B2	
2316-8412	CADERNOS DO LEPAARQ (UFPEL)	A2	
1809-9475	CADERNOS UNIFOA	B3	
1982-1816	CADERNOS UNIFOA (ONLINE)	B3	
0171-967X	CALCIFIED TISSUE INTERNATIONAL	A1	
0364-5916	CALPHAD (NEW YORK)	A2	
0008-4034	CANADIAN JOURNAL OF CHEMICAL ENGINEERING	A3	
1939-019X	CANADIAN JOURNAL OF CHEMICAL ENGINEERING (ONLINE)	A3	
1480-3291	CANADIAN JOURNAL OF CHEMISTRY	A4	
0008-4042	CANADIAN JOURNAL OF CHEMISTRY (PRINT)	A4	
0315-1468	CANADIAN JOURNAL OF CIVIL ENGINEERING (PRINT)	B1	
0008-4212	CANADIAN JOURNAL OF PHYSIOLOGY AND PHARMACOLOGY (PRINT)	B1	
0008-4433	CANADIAN METALLURGICAL QUARTERLY	A3	
1084-9785	CANCER BIOTHERAPY & RADIOPHARMACEUTICALS	A4	
0144-8617	CARBOHYDRATE POLYMERS	A1	
0008-6215	CARBOHYDRATE RESEARCH (CHICAGO, ILL.. PRINT)	A4	
2233-4998	CARBON LETTERS (ONLINE)	A4	
0008-6223	CARBON (NEW YORK)	A1	
0008-6568	CARIES RESEARCH	A1	
2066-6845	CARPATHIAN JOURNAL OF FOOD SCIENCE AND TECHNOLOGY	B3	
2214-5095	CASE STUDIES IN CONSTRUCTION MATERIALS	A2	
1566-7367	CATALYSIS COMMUNICATIONS (PRINT)	A2	
2084-6819	CATALYSIS FOR SUSTAINABLE ENERGY	B2	
1011-372X	CATALYSIS LETTERS	A2	
2044-4761	CATALYSIS SCIENCE & TECHNOLOGY	A2	
2044-4753	CATALYSIS SCIENCE & TECHNOLOGY	A2	
0920-5861	CATALYSIS TODAY (PRINT)	A1	
2073-4344	CATALYSTS	A4	
1389-9333	CELL AND TISSUE BANKING	A4	
2073-4409	CELLS	A3	
1422-6421	CELLS TISSUES ORGANS (ONLINE)	A3	
1572-882X	CELLULOSE	A1	
0576-9787	CELLULOSE CHEMISTRY AND TECHNOLOGY	B2	
0969-0239	CELLULOSE (LONDON)	A1	
0958-9465	CEMENT & CONCRETE COMPOSITES	A1	
0008-8846	CEMENT AND CONCRETE RESEARCH	A1	
1678-4553	CERÂMICA	B1	
1413-4608	CERÂMICA INDUSTRIAL (IMPRESSO)	B2	
0366-6913	CERÂMICA (SÃO PAULO. IMPRESSO)	B1	
2571-6131	CERAMICS	B2	
2612-4882	CERAMICS IN MODERN TECHNOLOGIES	B4	
0272-8842	CERAMICS INTERNATIONAL	A1	
0104-7760	CERNE (UFLA)	B1	
0173-9913	CFI. CERAMIC FORUM INTERNATIONAL	B4	
1089-7682	CHAOS (WOODBURY, N.Y. ONLINE)	A1	
1867-3880	CHEMCATCHEM	A1	
1867-3899	CHEMCATCHEM	A1	
2196-0216	CHEMELECTROCHEM	A3	
2305-7084	CHEMENGINEERING	B2	
0352-9568	CHEMICAL AND BIOCHEMICAL ENGINEERING QUARTERLY	A4	
1359-7345	CHEMICAL COMMUNICATIONS (LONDON. 1996. PRINT)	A1	
2405-8300	CHEMICAL DATA COLLECTIONS	B2	
0930-7516	CHEMICAL ENGINEERING & TECHNOLOGY	A3	
0255-2701	CHEMICAL ENGINEERING AND PROCESSING	A1	
1521-4125	CHEMICAL ENGINEERING AND TECHNOLOGY (INTERNET)	A3	
0098-6445	CHEMICAL ENGINEERING COMMUNICATIONS (PRINT)	A3	
1385-8947	CHEMICAL ENGINEERING JOURNAL (1996)	A1	
0263-8762	CHEMICAL ENGINEERING RESEARCH & DESIGN	A1	
0009-2509	CHEMICAL ENGINEERING SCIENCE	A1	
2283-9216	CHEMICAL ENGINEERING TRANSACTIONS	B2	
1974-9791	CHEMICAL ENGINEERING TRANSACTIONS	B2	
1451-9372	CHEMICAL INDUSTRY & CHEMICAL ENGINEERING QUARTERLY	A4	
1336-9075	CHEMICAL PAPERS (ONLINE)	A4	
0366-6352	CHEMICAL PAPERS (PRINT)	A4	
0009-2614	CHEMICAL PHYSICS LETTERS (PRINT)	A3	
0301-0104	CHEMICAL PHYSICS (PRINT)	A4	
1934-2659	CHEMICAL PRODUCT AND PROCESS MODELING	B1	
0009-2665	CHEMICAL REVIEWS	A1	
2456-706X	CHEMICAL SCIENCE INTERNATIONAL JOURNAL	C	
0009-2819	CHEMIE DER ERDE	A2	
0009-286X	CHEMIEINGENIEURTECHNIK (WEINHEIM)	B1	
0947-6539	CHEMISTRY - A EUROPEAN JOURNAL	A1	
1612-1880	CHEMISTRY & BIODIVERSITY	A4	
1612-1872	CHEMISTRY & BIODIVERSITY (PRINT)	A4	
2229-6999	CHEMISTRY & CHEMICAL TECHNOLOGY	B2	
1752-153X	CHEMISTRY CENTRAL JOURNAL	A2	
2673-4583	CHEMISTRY PROCEEDINGS	C	
2455-8990	CHEMISTRY RESEARCH JOURNAL	C	
1521-3765	CHEMISTRY (WEINHEIM. INTERNET)	A1	
2365-6549	CHEMISTRYSELECT	A4	
2199-692X	CHEMNANOMAT	A2	
0169-7439	CHEMOMETRICS AND INTELLIGENT LABORATORY SYSTEMS (PRINT)	A1	
2227-9040	CHEMOSENSORS	A4	
0045-6535	CHEMOSPHERE (OXFORD)	A1	
1439-4235	CHEMPHYSCHEM (PRINT)	A2	
1864-564X	CHEMSUSCHEM	A1	
1864-5631	CHEMSUSCHEM (WEINHEIM. PRINT)	A1	
0392-839X	CHIMICA OGGI (TESTO STAMPATO)	B3	
1004-9541	CHINESE JOURNAL OF CHEMICAL ENGINEERING	A3	
0899-0042	CHIRALITY (NEW YORK, N.Y. PRINT)	A4	
0009-5893	CHROMATOGRAPHIA (WIESBADEN)	B1	
1980-850X	CIÊNCIA & EDUCAÇÃO	A1	
1983-4071	CIÊNCIA & ENGENHARIA	B4	
2177-6830	CIÊNCIA DA MADEIRA	B4	
1981-1829	CIÊNCIA E AGROTECNOLOGIA (ONLINE)	A2	
1413-7054	CIÊNCIA E AGROTECNOLOGIA (UFLA)	A2	
0100-8307	CIÊNCIA E NATURA	A3	
1678-457X	CIENCIA E TECNOLOGIA DE ALIMENTOS	B1	
0870-8312	CIÊNCIA E TECNOLOGIA DOS MATERIAIS	B1	
1980-5098	CIÊNCIA FLORESTAL (ONLINE)	B2	
1678-4596	CIENCIA RURAL	A4	
0103-8478	CIÊNCIA RURAL (UFSM. IMPRESSO)	A4	
0100-0039	CIENTÍFICA	B4	
1984-5529	CIENTÍFICA	B4	
1519-2512	CINERGIS (UNISC)	B2	
0009-8558	CLAY MINERALS (PRINT)	A4	
0009-8604	CLAYS AND CLAY MINERALS	A3	
1618-9558	CLEAN TECHNOLOGIES AND ENVIRONMENTAL POLICY (INTERNET)	A2	
1618-954X	CLEAN TECHNOLOGIES AND ENVIRONMENTAL POLICY (PRINT)	A2	
1076-0296	CLINICAL AND APPLIED THROMBOSIS/HEMOSTASIS	B2	
2357-8041	CLINICAL AND LABORATORIAL RESEARCH IN DENSTISTRY	B3	
1523-0899	CLINICAL IMPLANT DENTISTRY AND RELATED RESEARCH	A1	
0301-0430	CLINICAL NEPHROLOGY	B2	
2613-4942	CLINICAL ONCOLOGY AND RESEARCH	C	
0905-7161	CLINICAL ORAL IMPLANTS RESEARCH	A1	
1432-6981	CLINICAL ORAL INVESTIGATIONS	A1	
0143-5221	CLINICAL SCIENCE (1979)	A1	
1871-5273	CNS & NEUROLOGICAL DISORDERS - DRUG TARGETS	A3	
2079-6412	COATINGS	A4	
1984-3909	COFFEE SCIENCE	B3	
1435-5558	COGNITION, TECHNOLOGY & WORK (PRINT)	A1	
2215-0382	COLLOID AND INTERFACE SCIENCE COMMUNICATIONS	A3	
0303-402X	COLLOID AND POLYMER SCIENCE (PRINT)	A3	
2504-5377	COLLOIDS AND INTERFACES	B2	
0927-7757	COLLOIDS AND SURFACES. A, PHYSICOCHEMICAL AND ENGINEERING ASPECTS (PRINT)	A2	
0927-7765	COLLOIDS AND SURFACES. B, BIOINTERFACES (PRINT)	A2	
1809-8215	COLLOQUIUM AGRARIAE (UNOESTE)	B4	
1472-3581	COLORATION TECHNOLOGY	A3	
2177-014X	COLUNA/COLUMNA	B3	
1815-2406	COMMUNICATIONS IN COMPUTATIONAL PHYSICS (PRINT)	A2	
1007-5704	COMMUNICATIONS IN NONLINEAR SCIENCE & NUMERICAL SIMULATION	A1	
0361-0918	COMMUNICATIONS IN STATISTICS. SIMULATION AND COMPUTATION	B1	
1585-8553	COMMUNITY ECOLOGY (PRINT)	B2	
1532-0456	COMPARATIVE BIOCHEMISTRY AND PHYSIOLOGY. C. TOXICOLOGY & PHARMACOLOGY	A1	
0927-6440	COMPOSITE INTERFACES (PRINT)	A3	
0263-8223	COMPOSITE STRUCTURES	A1	
2452-2139	COMPOSITES COMMUNICATIONS	A2	
1359-835X	COMPOSITES. PART A, APPLIED SCIENCE AND MANUFACTURING	A1	
1359-8368	COMPOSITES. PART B, ENGINEERING	A1	
0266-3538	COMPOSITES SCIENCE AND TECHNOLOGY	A1	
1541-4337	COMPREHENSIVE REVIEWS IN FOOD SCIENCE AND FOOD SAFETY	A1	
1631-0748	COMPTES RENDUS. CHIMIE	A3	
1807-0302	COMPUTATIONAL & APPLIED MATHEMATICS	A4	
0101-8205	COMPUTATIONAL & APPLIED MATHEMATICS	A4	
2238-3603	COMPUTATIONAL AND APPLIED MATHEMATICS	A4	
2210-271X	COMPUTATIONAL AND THEORETICAL CHEMISTRY	A4	
1476-9271	COMPUTATIONAL BIOLOGY AND CHEMISTRY (PRINT)	A3	
0927-0256	COMPUTATIONAL MATERIALS SCIENCE	A1	
0178-7675	COMPUTATIONAL MECHANICS	A1	
1940-2503	COMPUTATIONAL THERMAL SCIENCES	B1	
0010-4485	COMPUTER AIDED DESIGN	A2	
1061-3773	COMPUTER APPLICATIONS IN ENGINEERING EDUCATION	A3	
0045-7825	COMPUTER METHODS IN APPLIED MECHANICS AND ENGINEERING	A1	
0010-4655	COMPUTER PHYSICS COMMUNICATIONS	A2	
0098-1354	COMPUTERS & CHEMICAL ENGINEERING	A1	
0045-7930	COMPUTERS & FLUIDS	A1	
0098-3004	COMPUTERS & GEOSCIENCES	A2	
0898-1221	COMPUTERS & MATHEMATICS WITH APPLICATIONS (1987)	A2	
0305-0548	COMPUTERS & OPERATIONS RESEARCH	A1	
1598-8198	COMPUTERS AND CONCRETE, AN INTERNATIONAL JOURNAL (PRINT)	A3	
0168-1699	COMPUTERS AND ELECTRONICS IN AGRICULTURE	A1	
2177-5133	COMUNICATA SCIENTIAE (ONLINE)	B2	
2176-9079	COMUNICATA SCIENTIAE (PRINT)	B2	
1063-293X	CONCURRENT ENGINEERING: RESEARCH AND APPLICATIONS	A3	
1413-1536	CONJUNTURA & PLANEJAMENTO	B1	
2236-8760	CONNEXIO - REVISTA CIENTÍFICA DA ESCOLA DE GESTÃO E NEGÓCIOS	B3	
0950-0618	CONSTRUCTION & BUILDING MATERIALS	A1	
2618-7183	CONSTRUCTION MATERIALS AND PRODUCTS	C	
2357-9048	CONTABILOMETRIA - BRAZILIAN JOURNAL OF QUANTITATIVE METHODS APPLIED TO ACCOUNTING	B2	
2238-4200	CONTEXTOS DA ALIMENTAÇÃO	B2	
0935-1175	CONTINUUM MECHANICS AND THERMODYNAMICS (PRINT)	A2	
0967-0661	CONTROL ENGINEERING PRACTICE	A1	
0010-8545	COORDINATION CHEMISTRY REVIEWS (PRINT)	A1	
2367-847X	CORING	B4	
2666-7975	CORONAVIRUSES	C	
0100-1485	CORROSÃO E PROTEÇÃO	B4	
1478-422X	CORROSION ENGINEERING, SCIENCE AND TECHNOLOGY	A3	
1743-2782	CORROSION ENGINEERING, SCIENCE AND TECHNOLOGY (ONLINE)	A3	
0010-9312	CORROSION (HOUSTON, TEX.)	A2	
0010-938X	CORROSION SCIENCE	A1	
2079-9284	COSMETICS	A3	
2151-4755	CREATIVE EDUCATION	C	
0738-8551	CRITICAL REVIEWS IN BIOTECHNOLOGY	A1	
1064-3389	CRITICAL REVIEWS IN ENVIRONMENTAL SCIENCE AND TECHNOLOGY	A1	
1040-8398	CRITICAL REVIEWS IN FOOD SCIENCE AND NUTRITION	A1	
0743-4863	CRITICAL REVIEWS IN THERAPEUTIC DRUG CARRIER SYSTEMS	A3	
1836-0947	CROP & PASTURE SCIENCE (PRINT)	A3	
1984-7033	CROP BREEDING AND APPLIED BIOTECHNOLOGY (ONLINE)	A4	
0011-2275	CRYOGENICS (GUILDFORD)	A4	
1528-7483	CRYSTAL GROWTH & DESIGN	A1	
2073-4352	CRYSTALS	A3	
1466-8033	CRYSTENGCOMM (CAMBRIDGE. ONLINE)	A2	
0102-3543	C&T. REVISTA MILITAR DE CIÊNCIA E TECNOLOGIA	B4	
1573-4110	CURRENT ANALYTICAL CHEMISTRY	B1	
1567-1739	CURRENT APPLIED PHYSICS	A3	
2452-2724	CURRENT APPLIED POLYMER SCIENCE (ONLINE)	B4	
1573-4072	CURRENT BIOACTIVE COMPOUNDS	B1	
2212-7127	CURRENT BIOCHEMICAL ENGINEERING (ONLINE)	C	
2211-5501	CURRENT BIOTECHNOLOGY	B1	
2211-5447	CURRENT CATALYSIS	B4	
2542-5803	CURRENT DENTISTRY	B4	
1570-1638	CURRENT DRUG DISCOVERY TECHNOLOGIES	B2	
2457-1024	CURRENT JOURNAL OF APPLIED SCIENCE AND TECHNOLOGY	B3	
0929-8673	CURRENT MEDICINAL CHEMISTRY	A1	
1875-533X	CURRENT MEDICINAL CHEMISTRY	A1	
0343-8651	CURRENT MICROBIOLOGY (PRINT)	B1	
1566-5240	CURRENT MOLECULAR MEDICINE	B1	
2405-4623	CURRENT NANOMATERIALS	C	
1573-4137	CURRENT NANOSCIENCE	A4	
1573-4013	CURRENT NUTRITION AND FOOD SCIENCE	B2	
2211-3398	CURRENT OPINION IN CHEMICAL ENGINEERING	A1	
2451-9103	CURRENT OPINION IN ELECTROCHEMISTRY (IMPRESSO)	A2	
2214-7993	CURRENT OPINION IN FOOD SCIENCE	A1	
2452-2236	CURRENT OPINION IN GREEN AND SUSTAINABLE CHEMISTRY	A1	
1385-2728	CURRENT ORGANIC CHEMISTRY	A4	
1381-6128	CURRENT PHARMACEUTICAL DESIGN (PRINT)	A3	
1389-2037	CURRENT PROTEIN AND PEPTIDE SCIENCE	B1	
1934-9262	CURRENT PROTOCOLS IN TOXICOLOGY	B3	
1874-4710	CURRENT RADIOPHARMACEUTICALS	A3	
2405-4658	CURRENT SMART MATERIALS	C	
1568-0266	CURRENT TOPICS IN MEDICINAL CHEMISTRY (PRINT)	A2	
2215-0838	CURRENT TRADITIONAL MEDICINE (PRINT)	B3	
2572-1151	CURRENT TRENDS IN BIOMEDICAL ENGINEERING & BIOSCIENCES	B4	
1477-9226	DALTON TRANSACTIONS (2003. PRINT)	A1	
1808-3129	DAPESQUISA	A1	
1662-9507	DEFECT AND DIFFUSION FORUM	B2	
0377-6883	DEFECT AND DIFFUSION FORUM TRANS TECH PUBLICATION	C	
1985-6571	DEFENCE S&T TECHNICAL BULLETIN	B3	
0109-5641	DENTAL MATERIALS	A1	
0287-4547	DENTAL MATERIALS JOURNAL	A3	
2058-5314	DENTAL, ORAL AND CRANIOFACIAL RESEARCH	B3	
2178-3713	DENTAL PRESS ENDODONTICS	B4	
2177-6709	DENTAL PRESS JOURNAL OF ORTHODONTICS	A4	
2176-9451	DENTAL PRESS JOURNAL OF ORTHODONTICS	A4	
0250-832X	DENTO-MAXILLO-FACIAL RADIOLOGY	A2	
2359-3652	DESAFIOS: REVISTA INTERDISCIPLINAR DA UNIVERSIDADE FEDERAL DO TOCANTINS	A4	
0011-9164	DESALINATION (AMSTERDAM)	A1	
1944-3986	DESALINATION AND WATER TREATMENT (ONLINE)	A3	
1944-3994	DESALINATION AND WATER TREATMENT (PRINT)	A3	
2316-5537	DESENVOLVE: REVISTA DE GESTÃO DA UNILASALLE	B2	
2176-9109	DESENVOLVIMENTO E MEIO AMBIENTE	B2	
2237-6453	DESENVOLVIMENTO EM QUESTÃO	A4	
2178-1974	DESIGN E TECNOLOGIA	A1	
2176-3070	DESTAQUES ACADÊMICOS	B1	
2611-4135	DETRITUS	B3	
0168-8227	DIABETES RESEARCH AND CLINICAL PRACTICE (PRINT)	A2	
2447-1879	DIÁLOGOS INTERDISCIPLINARES. REVISTA DA FACULDADE CENECISTA DE RIO DAS OSTRAS	C	
1824-5765	DIAMANTE. APPLICAZIONI & TECNOLOGIA	B4	
0925-9635	DIAMOND AND RELATED MATERIALS	A2	
0031-7144	DIE PHARMAZIE (BERLIN)	B1	
2296-3642	DIFFUSION FOUNDATIONS	B2	
2317-7721	DIREITO DA CIDADE	A2	
2176-462X	DISCIPLINARUM SCIENTIA. SÉRIE CIÊNCIAS NATURAIS E TECNOLÓGICAS	B2	
2079-9721	DISEASES	C	
2477-8818	DOMINIO DE LAS CIENCIAS	B2	
2527-2616	DRUG ANALYTICAL RESEARCH	C	
0148-0545	DRUG AND CHEMICAL TOXICOLOGY (NEW YORK, N.Y. 1978)	A3	
1071-7544	DRUG DELIVERY	A1	
2190-393X	DRUG DELIVERY AND TRANSLATIONAL RESEARCH	A2	
0363-9045	DRUG DEVELOPMENT AND INDUSTRIAL PHARMACY (PRINT)	A3	
1222-4235	DRUMURI PODURI	C	
0737-3937	DRYING TECHNOLOGY	A2	
1532-2300	DRYING TECHNOLOGY (ON LINE)	A2	
0143-7208	DYES AND PIGMENTS	A1	
0012-7353	DYNA (MEDELLÍN)	B2	
2410-0218	EAI ENDORSED TRANSACTIONS ON INDUSTRIAL NETWORKS AND INTELLIGENT SYSTEMS	C	
1866-3516	EARTH SYSTEM SCIENCE DATA	A1	
2177-5087	ECCOM - EDUCAÇÃO, CULTURA E COMUNICAÇÃO	B1	
1678-4618	ECLÉTICA QUÍMICA	B3	
0925-8574	ECOLOGICAL ENGINEERING	A1	
1470-160X	ECOLOGICAL INDICATORS	A1	
0304-3800	ECOLOGICAL MODELLING	A2	
2150-8925	ECOSPHERE	A2	
2317-9643	ECOTOXICOLOGY AND ENVIRONMENTAL CONTAMINATION	B4	
0147-6513	ECOTOXICOLOGY AND ENVIRONMENTAL SAFETY	A1	
0963-9292	ECOTOXICOLOGY (LONDON)	A2	
1938-5862	ECS TRANSACTIONS	B1	
1938-6737	ECS TRANSACTIONS (ONLINE)	B1	
2238-1279	EDUCAÇÃO E CULTURA CONTEMPORÂNEA (ONLINE)	A2	
2358-7504	EDUCAÇÃO,CIÊNCIA E SAÚDE	B3	
0187-893X	EDUCACIÓN QUÍMICA	A1	
1360-2357	EDUCATION AND INFORMATION TECHNOLOGIES	A1	
2377-1356	EDUCATION AND LINGUISTICS RESEARCH	A2	
1749-7728	EDUCATION FOR CHEMICAL ENGINEERS	A2	
2227-7102	EDUCATION SCIENCES	A2	
2317-6385	EINSTEIN (SAO PAULO)	A4	
1679-4508	EINSTEIN (SÃO PAULO)	A4	
2191-219X	EJNMMI RESEARCH	A2	
1521-4109	ELECTROANALYSIS	A3	
1040-0397	ELECTROANALYSIS (NEW YORK, N.Y.)	A3	
1868-2529	ELECTROCATALYSIS (PRINT)	A4	
2698-5977	ELECTROCHEMICAL SCIENCE ADVANCES	C	
1388-2481	ELECTROCHEMISTRY COMMUNICATIONS	A2	
0013-4686	ELECTROCHIMICA ACTA	A1	
0717-3458	ELECTRONIC JOURNAL OF BIOTECHNOLOGY	A3	
1738-8090	ELECTRONIC MATERIALS LETTERS	A3	
0173-0835	ELECTROPHORESIS (WEINHEIM. PRINT)	A3	
2391-7407	ELECTROSPINNING	B2	
0922-3444	ELSEVIER (AMSTERDAM)	C	
1980-3982	EMBRAPA FLORESTAS. COMUNICADO TÉCNICO	C	
2610-9182	EMERGING SCIENCE JOURNAL	B2	
2079-052X	EMIRATES JOURNAL OF FOOD AND AGRICULTURE	A4	
2079-0538	EMIRATES JOURNAL OF FOOD AND AGRICULTURE (ONLINE)	A4	
1945-7170	ENDOCRINOLOGY	A2	
1465-9417	ENDODONTIC PRACTICE	C	
0328-932X	ENERGÍAS RENOVABLES Y MEDIO AMBIENTE	B4	
1996-1073	ENERGIES (BASEL)	A2	
1520-5029	ENERGY & FUELS (ONLINE)	A1	
0887-0624	ENERGY & FUELS (PRINT)	A1	
1947-3818	ENERGY AND POWER ENGINEERING	C	
1949-243X	ENERGY AND POWER ENGINEERING	C	
0196-8904	ENERGY CONVERSION AND MANAGEMENT	A1	
2363-8338	ENERGY, ECOLOGY AND ENVIRONMENT (ONLINE)	A2	
2363-7692	ENERGY, ECOLOGY AND ENVIRONMENT (PRINT)	A2	
2666-7592	ENERGY GEOSCIENCE	C	
0360-5442	ENERGY (OXFORD)	A1	
0301-4215	ENERGY POLICY	A1	
2352-4847	ENERGY REPORTS	A2	
2050-0505	ENERGY SCIENCE & ENGINEERING	A4	
1556-7036	ENERGY SOURCES. PART A, RECOVERY, UTILIZATION, AND ENVIRONMENTAL EFFECTS	A4	
2578-4862	ENERGY STORAGE	B2	
2211-467X	ENERGY STRATEGY REVIEWS	A2	
2194-4296	ENERGY TECHNOLOGY	A2	
1415-0603	ENGENHARIA & ARQUITETURA. CADERNO DE ENGENHARIA SANITÁRIA E AMBIENTAL	C	
0100-6916	ENGENHARIA AGRÍCOLA (IMPRESSO)	B1	
1414-3984	ENGENHARIA NA AGRICULTURA (IMPRESSO)	B4	
2175-6813	ENGENHARIA NA AGRICULTURA (ONLINE)	B4	
1413-4152	ENGENHARIA SANITÁRIA E AMBIENTAL	A4	
1809-4457	ENGENHARIA SANITÁRIA E AMBIENTAL (ONLINE)	A4	
1676-1790	ENGENHARIA TÉRMICA	B3	
2675-830X	ENGENHARIA URBANA EM DEBATE	C	
2317-6717	ENGEVISTA - REVISTA DA ESCOLA DE ENGENHARIA DA UFF	B2	
1415-7314	ENGEVISTA (UFF)	B2	
1947-3931	ENGINEERING	C	
0955-7997	ENGINEERING ANALYSIS WITH BOUNDARY ELEMENTS	A1	
2575-1468	ENGINEERING AND APPLIED SCIENCES	B2	
0952-1976	ENGINEERING APPLICATIONS OF ARTIFICIAL INTELLIGENCE	A1	
0264-4401	ENGINEERING COMPUTATIONS	A3	
1350-6307	ENGINEERING FAILURE ANALYSIS	A2	
0013-7944	ENGINEERING FRACTURE MECHANICS	A2	
1618-0240	ENGINEERING IN LIFE SCIENCES (PRINT)	A3	
1042-9247	ENGINEERING MANAGEMENT JOURNAL	A4	
1029-0273	ENGINEERING OPTIMIZATION (ONLINE)	A2	
0305-215X	ENGINEERING OPTIMIZATION (PRINT)	A2	
2577-8196	ENGINEERING REPORTS	C	
2631-8695	ENGINEERING RESEARCH EXPRESS	B3	
0141-0296	ENGINEERING STRUCTURES	A1	
0177-0667	ENGINEERING WITH COMPUTERS	A1	
1435-5663	ENGINEERING WITH COMPUTERS (INTERNET)	A1	
0212-4521	ENSEÑANZA DE LAS CIENCIAS	A1	
2174-6486	ENSEÑANZA DE LAS CIENCIAS (ONLINE)	A1	
2359-4381	ENSINO & PESQUISA	A3	
