TITLE,YEAR,DOI,LANG,JOURNAL,QUALIS,ISSN,AUTHOR,ORDER,ORDER_OK
A (des) criminalização da prostituição em documentos policiais,2014,,Português,Revista Letras (UFSM) online,B1,2176-1485,"['Fernanda Surubi Fernandes', 'Olimpia Maluf Souza']","['1', '2']",['2']
Sentidos e sujeitos cambiantes: ditadura militar e censura na música popular brasileira,2014,,Português,Ao Pé da Letra (UFPE. Online),B2,1984-7408,"['Ana Cláudia De Moraes Salles', 'Olimpia Maluf Souza', 'Fernanda Surubi Fernandes']","['1', '2', '3']",['2']
Entre a Altivez e a subservidão: a transitividade dos sentidos na construção do feminino em José de Alencar,2014,,Português,EntreLetras (Online),B2,2179-3948,"['Wellington Marques da Silveira', 'Olimpia Maluf Souza', 'Fernanda Surubi Fernandes']","['1', '2', '3']",['2']
Lucíola e Senhora: a construção do feminino entre a memória e a ruptura,2014,,Português,Todas as Musas: Revista de Literatura e das Múltiplas Linguagens da Arte (Impresso),B2,2179-1937,"['Wellington Marques da Silveira', 'Olimpia Maluf Souza', 'Fernanda Surubi Fernandes']","['1', '2', '3']",['2']
As práticas de prostituição em Cáceres-MT: estigmas e (des) criminalização,2013,,Português,Revista de Letras (Taguatinga),B5,1982-842X,"['Olimpia Maluf Souza', 'Fernanda Surubi Fernandes']","['1', '2']",['1']
Arquitetura das igrejas: gestos metafóricos e metonímicos que materializam desejos inconscientes,2015,,Português,Rua (UNICAMP),B1,1413-2109,"['Olimpia Maluf Souza', 'Fernanda Surubi Fernandes']","['1', '2']",['1']
"A MPB no regime militar: silenciamento, resistência e produção de sentidos",2015,,Português,Rua (UNICAMP),B1,1413-2109,"['Ana Cláudia De Moraes Salles', 'Olimpia Maluf Souza', 'Fernanda Surubi Fernandes']","['1', '2', '3']",['2']
Inclusão social x imagens que circularam/circulam na mídia,2014,,Português,Revista Diálogos: Linguagens em Movimento,B2,2319-0825,"['Patrícia Aparecida da Silva', 'Olimpia Maluf Souza']","['1', '2']",['2']
Os videoclipes e as onomatopeias: a produção dos sentidos em ?Fazendo bará berê?,2015,,Português,Entremeios,B2,2179-3514,"['Clylaine da Guia Silva', 'Fernanda Surubi Fernandes', 'Olimpia Maluf Souza']","['1', '2', '3']",['3']
Campanhas de combate a violência feminina: efeitos de sentido do (não) enunciar,2016,,Português,REVISTA DE ESTUDOS ACADÊMICOS DE LETRAS,B3,2358-8403,"['Gabriella Duarte dos Reis', 'Fernanda Surubi Fernandes', 'Olimpia Maluf Souza']","['1', '2', '3']",['3']
O Marco do Jauru: a construção de um saber sobre o monumento/a monumentalidade,2017,,Português,Entremeios,B2,2179-3514,"['WELLITON MARTINS BINDANDI', 'Olimpia Maluf Souza']","['1', '2']",['2']
Nas sendas do discurso: sentidos postos pela nomeação do deficiente/da deficiência,2017,,Português,Entremeios,B2,2179-3514,"['Olimpia Maluf Souza', 'Patrícia Aparecida da Silva', 'Wellington Marques da Silveira']","['1', '2', '3']",['1']
Gestos de leitura na/da cidade: cart(as)ografias de um viajante,2018,,Português,"REVISTA SAPIÊNCIA: SOCIEDADE, SABERES E PRÁTICAS EDUCACIONAIS",B5,2238-3565,"['Wellington Marques da Silveira', 'Olimpia Maluf Souza', 'Fernanda Surubi Fernandes']","['1', '2', '3']",['2']
Cart(as)ografias de um viajante: a relação língua/sujeito/estado nos relatos do naturalista Alexander Sólon Daveron,2017,,Português,REVISTA PANORÂMICA,C ,2238-9210,"['Wellington Marques da Silveira', 'Olimpia Maluf Souza']","['1', '2']",['2']
"Sujeito, cinema e discurso: o efeito metafórico em Her",2018,,Português,"REVISTA SAPIÊNCIA: SOCIEDADE, SABERES E PRÁTICAS EDUCACIONAIS",B5,2238-3565,"['Ana Cláudia De Moraes Salles', 'Olimpia Maluf Souza', 'Wellington Marques da Silveira']","['1', '2', '3']",['2']
?LEI 35º DO ATO DAS DISPOSIÇÕES TRANSITÓRIAS: UM ESTUDO DISCURSIVO SOBRE DENOMINAÇÃO DO IDIOMA NACIONAL DO BRASIL?,2018,,Português,AVE PALAVRA (UNEMAT),B3,1807-6130,"['Veronica Silva de Albuquerque', 'Tereza Maracaipe Barbosa', 'Erisvania Gomes da Silva', 'Olimpia Maluf Souza']","['1', '2', '3', '4']",['4']
'Escreve certo poha': processo de correção da língua portuguesa em um grupo no Whatsapp,2018,,Português,"REVISTA SAPIÊNCIA: SOCIEDADE, SABERES E PRÁTICAS EDUCACIONAIS",B5,2238-3565,"['Valdir Silva', 'Olimpia Maluf Souza']","['1', '2']",['2']
A migração enquanto mal estar no/do (o)outro: entre a pulsão de morte e a invisibilidade,2018,,Português,"REVISTA SAPIÊNCIA: SOCIEDADE, SABERES E PRÁTICAS EDUCACIONAIS",B5,2238-3565,"['Olimpia Maluf Souza', 'Ana Cláudia De Moraes Salles', 'Fernanda Surubi Fernandes', 'Wellington Marques da Silveira']","['1', '2', '3', '4']",['1']
A INFLUÊNCIA DA MÍDIA NA INCLUSÃO SOCIAL,2016,,Português,Entremeios,B2,2179-3514,"['Patrícia Aparecida da Silva', 'Olimpia Maluf Souza']","['1', '2']",['2']
