ID,NATURE,TITLE,YEAR,AUTHOR,ORDER,ORDER_OK,ID_CNPQ
3275865819287843,RESUMO_EXPANDIDO,Números de dias secos e chuvosos nos municípios de Cáceres e Diamantino - MT,2017,"['Diego F Daniel', 'Adelair M Conceição', 'Rivanildo Dallacort', 'Rafael Cesar Tieppo', 'Maria Carolina da Silva Andrea']","['1', '2', '3', '4', '5']",4,"['', '', '1292986021348016', '', '']"
3275865819287843,RESUMO_EXPANDIDO,Variação da temperatura do solo em função da cobertura de braquiária e solo nu,2017,"['Guilherme Bariviera', 'Rivanildo Dallacort', 'Rafael Cesar Tieppo', 'Francielle F Vieira', 'André Tavares de Vasconcelos']","['1', '2', '3', '4', '5']",3,"['', '1292986021348016', '', '', '']"
3275865819287843,RESUMO_EXPANDIDO,Influência da cobertura vegetal na temperatura do solo cultivado com milho verde,2017,"['Julia Gallo Barreto', 'Rivanildo Dallacort', 'Rafael Cesar Tieppo', 'André Tavares de Vasconcelos', 'João Danilo Barbieri']","['1', '2', '3', '4', '5']",3,"['', '1292986021348016', '', '', '']"
3275865819287843,RESUMO_EXPANDIDO,Influência da cobertura morta na umidade do solo cultivado com milho verde,2017,"['Emili Ferreira Campachi', 'Rafael Cesar Tieppo', 'Rivanildo Dallacort', 'André Tavares de Vasconcelos', 'Karolina Ascari de Souza']","['1', '2', '3', '4', '5']",2,"['', '', '1292986021348016', '', '']"
3275865819287843,RESUMO_EXPANDIDO,"Avaliação da evapotranspiração da soja em tangará da serra, MT",2017,"['Guilherme Bariviera', 'Rivanildo Dallacort', 'Rafael Cesar Tieppo', 'Francielle F Vieira', 'André Tavares de Vasconcelos']","['1', '2', '3', '4', '5']",3,"['', '1292986021348016', '', '', '']"
3275865819287843,RESUMO_EXPANDIDO,Cobertura morta do solo no cultivo de milho verde,2017,"['Emili Ferreira Campachi', 'Rafael Cesar Tieppo', 'Rivanildo Dallacort', 'João Danilo Barbieri', 'Karolina Ascari de Souza']","['1', '2', '3', '4', '5']",2,"['', '', '1292986021348016', '', '']"
3275865819287843,RESUMO_EXPANDIDO,Influência da radiação solar na temperatura do solo utilizando duas densidades de cobertura e solo nu,2017,"['Guilherme Bariviera', 'Rivanildo Dallacort', 'Rafael Cesar Tieppo', 'Julia Gallo Barreto', 'André Tavares de Vasconcelos']","['1', '2', '3', '4', '5']",3,"['', '1292986021348016', '', '', '']"
3275865819287843,RESUMO_EXPANDIDO,Uso da cobertura morta e sua influência no cultivo de milho verde em Tangará da Serra-MT,2017,"['Julia Gallo Barreto', 'Rivanildo Dallacort', 'Rafael Cesar Tieppo', 'João Danilo Barbieri']","['1', '2', '3', '4']",3,"['', '1292986021348016', '', '']"
3275865819287843,RESUMO_EXPANDIDO,Temperatura diurna e noturna do solo influenciada pela cobertura morta,2017,"['André Tavares de Vasconcelos', 'Rivanildo Dallacort', 'Diego F Daniel', 'Rafael Cesar Tieppo']","['1', '2', '3', '4']",4,"['', '1292986021348016', '', '']"
3275865819287843,RESUMO_EXPANDIDO,Comportamento do sensor tdr em função da variação da temperatura do solo,2017,"['Diego F Daniel', 'Rafael Cesar Tieppo', 'Rivanildo Dallacort', 'André Tavares de Vasconcelos', 'Guilherme Bariviera']","['1', '2', '3', '4', '5']",2,"['', '', '1292986021348016', '', '']"
3275865819287843,RESUMO_EXPANDIDO,Temperatura e umidade do solo cultivado com milho safrinha em sistema consorciado com crotalária sob irrigação,2019,"['Diego F Daniel', 'João Danilo Barbieri', 'MORAES DIAS, VANESSA RAKEL', 'Rafael Cesar Tieppo']","['1', '2', '3', '4']",4,"['', '', '', '']"
3275865819287843,RESUMO_EXPANDIDO,Estimativa do número de dias agronomicamente viáveis para a semeadura da soja,2019,"['Gabriel Virgílio Barboza', 'Vitor Alfeu Guedes', 'Rafael Cesar Tieppo']","['1', '2', '3']",3,"['', '', '']"
3275865819287843,RESUMO_EXPANDIDO,Simulação de cenários para o tempo disponível para operações mecanizadas de semeadura para mesorregiões de Mato Grosso,2019,"['Vitor Alfeu Guedes', 'Gabriel Virgílio Barboza', 'Rivanildo Dallacort', 'Emili Ferreira Campachi', 'Rafael Cesar Tieppo']","['1', '2', '3', '4', '5']",5,"['', '', '1292986021348016', '', '']"
3275865819287843,RESUMO_EXPANDIDO,Estimativa de produtividade do milho de segunda safra através do algoritmo sebal,2020,"['Gabriel Virgílio Barboza', 'Vitor Alfeu Guedes', 'Rafael Cesar Tieppo', 'Rivanildo Dallacort', 'Alexander Webber Perlandim Ramos']","['1', '2', '3', '4', '5']",3,"['', '', '', '1292986021348016', '']"
3275865819287843,COMPLETO,Prediction of financial index and outsourcing viability on agricultural mechanized operations,2015,"['Rafael Cesar Tieppo', 'ROMANELLI, THIAGO L.', 'MILAN, MARCOS', 'Leandro Maria Gimenez']","['1', '2', '3', '4']",1,"['', '3275865819287843', '', '3275865819287843']"
