PROJ,YEAR_INI,YEAR_FIN,NATUREZA,INTEGRANTES,COORDENA
O homem e a terra: identidade e cultura popular no Assentamento Antonio Conselheiro,2010,2012,PESQUISA,"['Gilmar Laforga', 'Marinês da Rosa', 'Walnice Matos Vilalva']","['NAO', 'NAO', 'SIM']"
Agronomia no Campo (EDITAL Nº. 001/2006 - PROEC),2006,2008,EXTENSAO,"['Gilmar Laforga', 'Astor Henrique Nied', 'Marice C. Vendrusculo', 'José Roberto Rambo']","['SIM', 'NAO', 'NAO', 'NAO']"
Agronomia no Campo: a agroecologia e a cultura cabocla em questão no Vale do Araguaia,2013,ATUAL,EXTENSAO,"['Gilmar Laforga', 'Ana Paula Truzzi Mauso', 'Luciana Pinheiro Viegas', 'Rubens José Bedin', 'Sônia França', 'Eder Reinoldo Gotz', 'Rodrigo Tarsitano']","['SIM', 'NAO', 'NAO', 'NAO', 'NAO', 'NAO', 'NAO']"
Agronomia no Campo: a agroecologia e a cultura cabocla em questão no Vale do Araguaia,2009,2012,EXTENSAO,"['Gilmar Laforga', 'Ana Paula Truzzi Mauso', 'Beatriz Schwantes Marimon', 'Ben Hur Marimon Júnior', 'Ana Heloísa Maia']","['SIM', 'NAO', 'NAO', 'NAO', 'NAO']"
Campus a Campo: Ações Extensionistas com a Agricultura Familiar de Tangará da Serra-MT,2013,ATUAL,EXTENSAO,"['Gilmar Laforga', 'José Roberto Rambo']","['NAO', 'SIM']"
Edital Fapemat Extensão com interface à Pesquisa 003/2012- Práticas agroecológicas e desenvolvimento sustentável: integrando conhecimentos e estratégias de reprodução familiar em Assentamento de Reforma Agrária,2013,2013,PESQUISA,"['Gilmar Laforga', 'Ticiana Petean Pina', 'Antônio Lazaro Sant´Ana', 'Ana Heloísa Maia', 'Flaviana Cavalcanti da Silva']","['SIM', 'NAO', 'NAO', 'NAO', 'NAO']"
Museu da Cidadania - Edital CNPq/SECIS/MCT/Fundações de Amparo à Pesquisa Nº 064/2009.,2011,2012,EXTENSAO,"['Gilmar Laforga', 'Beatriz Schwantes Marimon', 'Ben Hur Marimon Júnior', 'Ary Gertes Carneiro Junior', 'Renata del Carratore Carneiro', 'Maria José de Lima']","['NAO', 'SIM', 'NAO', 'NAO', 'NAO', 'NAO']"
Arranjos Colaborativos para o desenvolvimento sustentável: Um estudo de caso em uma comunidade vulnerável da região Amazônica,2014,ATUAL,PESQUISA,"['Gilmar Laforga', 'Sandro Benedito Sguarezi', 'Ana Maria de Lima', 'Nilso Francio', 'Regina Maria da Costa', 'Elei Chavier Martins']","['NAO', 'NAO', 'SIM', 'NAO', 'NAO', 'NAO']"
"Política pública na agricultura familiar matogrossense: uma análise do PAA em assentamentos nos municípios de Tangará da Serra, Juína e São José dos Quatro Marcos",2014,ATUAL,PESQUISA,"['Gilmar Laforga', 'Sandro Benedito Sguarezi', 'Raimundo Nonato Cunha de França', 'José Roberto Rambo', 'Juliano Luis Borges', 'Maria Aparecida Anselmo Tarsitano']","['SIM', 'NAO', 'NAO', 'NAO', 'NAO', 'NAO']"
O Pacto Federativo e suas Implicações para o Estado de Mato Grosso (2000-2015),2014,ATUAL,PESQUISA,"['Gilmar Laforga', 'Raimundo Nonato Cunha de França', 'Juliano Luis Borges', 'Maria Stela Campos França']","['NAO', 'SIM', 'NAO', 'NAO']"
Políticas Públicas Voltadas À Agricultura Familiar: análise do Programa de Apoio a Projetos de Infraestrutura e Serviços em Territórios Rurais (PROINF/SDT/MDA) em âmbito do Território Alto Paraguai,2017,ATUAL,PESQUISA,"['Gilmar Laforga', 'Sandro Benedito Sguarezi', 'Raimundo Nonato Cunha de França', 'Anderson G. Froehlich', 'José Roberto Rambo', 'Omar Jorge Sabbag']","['NAO', 'NAO', 'NAO', 'SIM', 'NAO', 'NAO']"
"Fortalecimento da agroindústria familiar em Tangará da Serra: diagnóstico, assistência técnica e extensão rural em assentamentos rurais",2018,ATUAL,EXTENSAO,"['Gilmar Laforga', 'Sandro Benedito Sguarezi', 'Raimundo Nonato Cunha de França', 'José Roberto Rambo', 'Jakciane Eggert']","['NAO', 'NAO', 'NAO', 'SIM', 'NAO']"
GRUPOS DE ATER: diálogos e práticas de extensão rural,2017,ATUAL,EXTENSAO,"['Gilmar Laforga', 'Raimundo Nonato Cunha de França', 'José Roberto Rambo', 'Adalberto Santi', 'Marcio Oswaldo Lima Magalhães', 'Anísio da Silva Nunes', 'Rafael Cesar Tieppo']","['SIM', 'NAO', 'NAO', 'NAO', 'NAO', 'NAO', 'NAO']"
