TITLE,YEAR,LANG,EDITORA,AUTHOR,ORDER,ORDER_OK,ID,FULL_NAME,LAST_NAME,CITADO,CITY,STATE,RESUME,UPDATE
SISTEMA NACIONAL DE AVALIAÇÃO DA EDUCAÇÃO SUPERIOR (SINAES): REFLEXÕES E PERSPECTIVAS,2013,Português,Autores Associados,"['Elizeth Gonzaga dos Santos Lima', 'Flávio Luiz S. J. Cunha', 'Jaime Orro Santana']","['1', '2', '3']",['1'],4582992604014422,Elizeth Gonzaga dos Santos Lima,Lima,"LIMA, Elizeth G. S.;LIMA, ELIZETH GONZAGA DOS SANTOS;Lima, E.G.S;Elizeth Gonzaga dos Santos Lima;Gonzaga dos Santos de Lima, Elizeth;Lima, Elizeth G.S.",São João do Mantena,MG,"Possui doutorado em Educação com especificidade em avaliação pelo Programa de Pós-Graduação em Educação da Universidade Estadual de Campinas e mestrado em Educação pela Universidade Federal do Rio Grande do Sul e, em 2012, concluiu o estágio Pós-Doutoral nesta mesma universidade, cursando parte deste estágio na Universidade de Aveiro em Portugal. Graduou-se em Pedagogia pela Universidade do Estado de Mato Grosso. Atualmente é docente permanente do Programa de Pós-Graduação em Educação e do Curso de Pedagogia da UNEMAT. Desenvolve atividades como avaliadora da Educação superior pelo INEP/ SINAES/BASIS. Em suas atividades profissionais interage com muitos colaboradores em co-autorias de trabalhos científicos, redes e grupos de pesquisas. Atua na área da Educação, com ênfase em Avaliação de Sistemas, Instituições, Planos e Programas Educacionais. Os temas mais frequentes em sua produção científica são: Universidade e Educação Superior, Avaliação Institucional e de Sistemas, Avaliação Participativa e Políticas Educacionais.",06-02-2019
POLÍTICAS DE AVALIAÇÃO E INOVAÇÃO,2012,Português,EDIPUCRS,"['Elizeth Gonzaga dos Santos Lima', 'Denise Leite']","['1', '2']",['1'],4582992604014422,Elizeth Gonzaga dos Santos Lima,Lima,"LIMA, Elizeth G. S.;LIMA, ELIZETH GONZAGA DOS SANTOS;Lima, E.G.S;Elizeth Gonzaga dos Santos Lima;Gonzaga dos Santos de Lima, Elizeth;Lima, Elizeth G.S.",São João do Mantena,MG,"Possui doutorado em Educação com especificidade em avaliação pelo Programa de Pós-Graduação em Educação da Universidade Estadual de Campinas e mestrado em Educação pela Universidade Federal do Rio Grande do Sul e, em 2012, concluiu o estágio Pós-Doutoral nesta mesma universidade, cursando parte deste estágio na Universidade de Aveiro em Portugal. Graduou-se em Pedagogia pela Universidade do Estado de Mato Grosso. Atualmente é docente permanente do Programa de Pós-Graduação em Educação e do Curso de Pedagogia da UNEMAT. Desenvolve atividades como avaliadora da Educação superior pelo INEP/ SINAES/BASIS. Em suas atividades profissionais interage com muitos colaboradores em co-autorias de trabalhos científicos, redes e grupos de pesquisas. Atua na área da Educação, com ênfase em Avaliação de Sistemas, Instituições, Planos e Programas Educacionais. Os temas mais frequentes em sua produção científica são: Universidade e Educação Superior, Avaliação Institucional e de Sistemas, Avaliação Participativa e Políticas Educacionais.",06-02-2019
Influências da avaliação no conhecimento produzido pelos pesquisadores em redes de pesquisa,2012,Português,Sulina,"['Elizeth Gonzaga dos Santos Lima', 'Denise Leite']","['1', '2']",['1'],4582992604014422,Elizeth Gonzaga dos Santos Lima,Lima,"LIMA, Elizeth G. S.;LIMA, ELIZETH GONZAGA DOS SANTOS;Lima, E.G.S;Elizeth Gonzaga dos Santos Lima;Gonzaga dos Santos de Lima, Elizeth;Lima, Elizeth G.S.",São João do Mantena,MG,"Possui doutorado em Educação com especificidade em avaliação pelo Programa de Pós-Graduação em Educação da Universidade Estadual de Campinas e mestrado em Educação pela Universidade Federal do Rio Grande do Sul e, em 2012, concluiu o estágio Pós-Doutoral nesta mesma universidade, cursando parte deste estágio na Universidade de Aveiro em Portugal. Graduou-se em Pedagogia pela Universidade do Estado de Mato Grosso. Atualmente é docente permanente do Programa de Pós-Graduação em Educação e do Curso de Pedagogia da UNEMAT. Desenvolve atividades como avaliadora da Educação superior pelo INEP/ SINAES/BASIS. Em suas atividades profissionais interage com muitos colaboradores em co-autorias de trabalhos científicos, redes e grupos de pesquisas. Atua na área da Educação, com ênfase em Avaliação de Sistemas, Instituições, Planos e Programas Educacionais. Os temas mais frequentes em sua produção científica são: Universidade e Educação Superior, Avaliação Institucional e de Sistemas, Avaliação Participativa e Políticas Educacionais.",06-02-2019
Docentes e avaliação: as vozes do silêncio,2011,Português,Editora UFRGS,['Elizeth Gonzaga dos Santos Lima'],['1'],['1'],4582992604014422,Elizeth Gonzaga dos Santos Lima,Lima,"LIMA, Elizeth G. S.;LIMA, ELIZETH GONZAGA DOS SANTOS;Lima, E.G.S;Elizeth Gonzaga dos Santos Lima;Gonzaga dos Santos de Lima, Elizeth;Lima, Elizeth G.S.",São João do Mantena,MG,"Possui doutorado em Educação com especificidade em avaliação pelo Programa de Pós-Graduação em Educação da Universidade Estadual de Campinas e mestrado em Educação pela Universidade Federal do Rio Grande do Sul e, em 2012, concluiu o estágio Pós-Doutoral nesta mesma universidade, cursando parte deste estágio na Universidade de Aveiro em Portugal. Graduou-se em Pedagogia pela Universidade do Estado de Mato Grosso. Atualmente é docente permanente do Programa de Pós-Graduação em Educação e do Curso de Pedagogia da UNEMAT. Desenvolve atividades como avaliadora da Educação superior pelo INEP/ SINAES/BASIS. Em suas atividades profissionais interage com muitos colaboradores em co-autorias de trabalhos científicos, redes e grupos de pesquisas. Atua na área da Educação, com ênfase em Avaliação de Sistemas, Instituições, Planos e Programas Educacionais. Os temas mais frequentes em sua produção científica são: Universidade e Educação Superior, Avaliação Institucional e de Sistemas, Avaliação Participativa e Políticas Educacionais.",06-02-2019
Avaliação institucional participativa: uma das alternativas de (re)construção da emancipação nos espaços educacionais,2011,Português,Junqueira &amp; Marin Editores,['Elizeth Gonzaga dos Santos Lima'],['1'],['1'],4582992604014422,Elizeth Gonzaga dos Santos Lima,Lima,"LIMA, Elizeth G. S.;LIMA, ELIZETH GONZAGA DOS SANTOS;Lima, E.G.S;Elizeth Gonzaga dos Santos Lima;Gonzaga dos Santos de Lima, Elizeth;Lima, Elizeth G.S.",São João do Mantena,MG,"Possui doutorado em Educação com especificidade em avaliação pelo Programa de Pós-Graduação em Educação da Universidade Estadual de Campinas e mestrado em Educação pela Universidade Federal do Rio Grande do Sul e, em 2012, concluiu o estágio Pós-Doutoral nesta mesma universidade, cursando parte deste estágio na Universidade de Aveiro em Portugal. Graduou-se em Pedagogia pela Universidade do Estado de Mato Grosso. Atualmente é docente permanente do Programa de Pós-Graduação em Educação e do Curso de Pedagogia da UNEMAT. Desenvolve atividades como avaliadora da Educação superior pelo INEP/ SINAES/BASIS. Em suas atividades profissionais interage com muitos colaboradores em co-autorias de trabalhos científicos, redes e grupos de pesquisas. Atua na área da Educação, com ênfase em Avaliação de Sistemas, Instituições, Planos e Programas Educacionais. Os temas mais frequentes em sua produção científica são: Universidade e Educação Superior, Avaliação Institucional e de Sistemas, Avaliação Participativa e Políticas Educacionais.",06-02-2019
Avaliação Institucional e as estratégias de organização dos espaços de discussão na universidade,2009,Português,Sulina.,['Elizeth Gonzaga dos Santos Lima'],['1'],['1'],4582992604014422,Elizeth Gonzaga dos Santos Lima,Lima,"LIMA, Elizeth G. S.;LIMA, ELIZETH GONZAGA DOS SANTOS;Lima, E.G.S;Elizeth Gonzaga dos Santos Lima;Gonzaga dos Santos de Lima, Elizeth;Lima, Elizeth G.S.",São João do Mantena,MG,"Possui doutorado em Educação com especificidade em avaliação pelo Programa de Pós-Graduação em Educação da Universidade Estadual de Campinas e mestrado em Educação pela Universidade Federal do Rio Grande do Sul e, em 2012, concluiu o estágio Pós-Doutoral nesta mesma universidade, cursando parte deste estágio na Universidade de Aveiro em Portugal. Graduou-se em Pedagogia pela Universidade do Estado de Mato Grosso. Atualmente é docente permanente do Programa de Pós-Graduação em Educação e do Curso de Pedagogia da UNEMAT. Desenvolve atividades como avaliadora da Educação superior pelo INEP/ SINAES/BASIS. Em suas atividades profissionais interage com muitos colaboradores em co-autorias de trabalhos científicos, redes e grupos de pesquisas. Atua na área da Educação, com ênfase em Avaliação de Sistemas, Instituições, Planos e Programas Educacionais. Os temas mais frequentes em sua produção científica são: Universidade e Educação Superior, Avaliação Institucional e de Sistemas, Avaliação Participativa e Políticas Educacionais.",06-02-2019
"Pesquisa, fontes e escrita da história da educação: por entre práticas na graduação",2012,Português,EDUFMT,['Dimas Santana Souza Neves'],['1'],['1'],8964070730506443,Dimas Santana Souza Neves,Neves,"NEVES, D. S. S.;NEVES, DIMAS SANTANA SOUZA",Cáceres,MT,"Possui graduação em Pedagogia pela Universidade do Estado de Mato Grosso (1992), graduação em Direito - Universidade do Estado de Mato Grosso (2001), mestrado em Educação pela Universidade Federal de Mato Grosso (2004) e Doutorado pela Universidade do Estado do Rio de Janeiro - UERJ. Atualmente é professor titular - Universidade do Estado de Mato Grosso. Tem experiência na área de Educação, com ênfase em História da Educação, atuando principalmente nos seguintes temas: legislação educacional, políticas educativas, programas e projetos educacionais, história e historiografia da educação, educação comparada e dispositivos disciplinares com seus efeitos nas instituições e nas práticas de ensino.",20-06-2017
Práticas Pedagógicas na Primeira Métade do Século XX: Uma versão com a história oral,2006,Português,INEP e EDUFMT,"['Dimas Santana Souza Neves', 'Nicanor Palhares Sá']","['1', '2']",['1'],8964070730506443,Dimas Santana Souza Neves,Neves,"NEVES, D. S. S.;NEVES, DIMAS SANTANA SOUZA",Cáceres,MT,"Possui graduação em Pedagogia pela Universidade do Estado de Mato Grosso (1992), graduação em Direito - Universidade do Estado de Mato Grosso (2001), mestrado em Educação pela Universidade Federal de Mato Grosso (2004) e Doutorado pela Universidade do Estado do Rio de Janeiro - UERJ. Atualmente é professor titular - Universidade do Estado de Mato Grosso. Tem experiência na área de Educação, com ênfase em História da Educação, atuando principalmente nos seguintes temas: legislação educacional, políticas educativas, programas e projetos educacionais, história e historiografia da educação, educação comparada e dispositivos disciplinares com seus efeitos nas instituições e nas práticas de ensino.",20-06-2017
HEURÍSTICAS NA MATEMÁTICA,2008,Português,Editora UNEMAT,"['Ailon do Vale Simão', 'DIAS, Claudeir']","['1', '2']",['1'],6764551108834170,Ailon do Vale Simão,Simão,"SIMÃO, A. V.",Barreiras,BA,"Possui graduação em Pedagogia pela Fundação Universidade do Estado de Mato Grosso (1994), graduação em Direito pela Fundação Universidade do Estado de Mato Grosso (1994), graduação em Teologia - Seminário Presbiteriano Brasil Central (1989) e mestrado em Educação pela Universidade Federal do Rio Grande do Sul (2001). Atualmente é professor Doutor da Fundação Universidade do Estado de Mato Grosso.",21-10-2017
Entre o inconsciente e a ideologia: a (R)existência como modos de existência do sujeito,2014,Português,Pedro e João Editores,"['Olimpia Maluf Souza', 'Fernanda Surubi Fernandes']","['1', '2']",['1'],9974266213083899,Olimpia Maluf Souza,Souza,"MALUF-SOUZA, Olimpia",Itapagipe,MG,VAZIO,01-11-2018
POLÍTICAS DE AVALIAÇÃO INSTITUCIONAL PARA A EDUCAÇÃO SUPERIOR BRASILEIRA PÓS-LDB: APONTANDO CONTRADIÇÕES NAS PRÁTICAS,2013,Português,Editora UFSM,['Elizeth Gonzaga dos Santos Lima'],['1'],['1'],4582992604014422,Elizeth Gonzaga dos Santos Lima,Lima,"LIMA, Elizeth G. S.;LIMA, ELIZETH GONZAGA DOS SANTOS;Lima, E.G.S;Elizeth Gonzaga dos Santos Lima;Gonzaga dos Santos de Lima, Elizeth;Lima, Elizeth G.S.",São João do Mantena,MG,"Possui doutorado em Educação com especificidade em avaliação pelo Programa de Pós-Graduação em Educação da Universidade Estadual de Campinas e mestrado em Educação pela Universidade Federal do Rio Grande do Sul e, em 2012, concluiu o estágio Pós-Doutoral nesta mesma universidade, cursando parte deste estágio na Universidade de Aveiro em Portugal. Graduou-se em Pedagogia pela Universidade do Estado de Mato Grosso. Atualmente é docente permanente do Programa de Pós-Graduação em Educação e do Curso de Pedagogia da UNEMAT. Desenvolve atividades como avaliadora da Educação superior pelo INEP/ SINAES/BASIS. Em suas atividades profissionais interage com muitos colaboradores em co-autorias de trabalhos científicos, redes e grupos de pesquisas. Atua na área da Educação, com ênfase em Avaliação de Sistemas, Instituições, Planos e Programas Educacionais. Os temas mais frequentes em sua produção científica são: Universidade e Educação Superior, Avaliação Institucional e de Sistemas, Avaliação Participativa e Políticas Educacionais.",06-02-2019
"Discurso, resistência, revolta e suicídio em Torquato Neto",2015,Português,Edunioeste,"['Olimpia Maluf Souza', 'Ana Lúcia Gondin Bastos', 'Luiz Borges']","['1', '2', '3']",['1'],9974266213083899,Olimpia Maluf Souza,Souza,"MALUF-SOUZA, Olimpia",Itapagipe,MG,VAZIO,01-11-2018
