ISSN	Titulo	Estrato	Classificação
1982-0194	ACTA PAUL DE ENFERM	A4	
0103-2100	ACTA PAULISTA DE ENFERMAGEM	A4	
1330-0075	ACTA PHARMACEUTICA	A4	
1748-1716	ACTA PHYSIOLOGICA (ONLINE)	A1	
1748-1708	ACTA PHYSIOLOGICA (PRINT)	A1	
0001-6896	ACTA PSIQUIÁTRICA Y PSICOLÓGICA DE AMÉRICA LATINA	B3	
0001-690X	ACTA PSYCHIATRICA SCANDINAVICA	A1	
0001-6918	ACTA PSYCHOLOGICA	A3	
0284-1851	ACTA RADIOLOGICA (1987)	B1	
0303-464X	ACTA REUMATOLÓGICA PORTUGUESA	B3	
2595-7651	ACTA SCIENTIAE ANATOMICA	C	
1679-9216	ACTA SCIENTIAE VETERINARIAE (ONLINE)	B2	
1678-0345	ACTA SCIENTIAE VETERINARIAE (UFRGS. IMPRESSO)	B2	
1807-863X	ACTA SCIENTIARUM. BIOLOGICAL SCIENCES (ONLINE)	B2	
1679-9291	ACTA SCIENTIARUM. HEALTH SCIENCES (IMPRESSO)	B2	
1807-8648	ACTA SCIENTIARUM. HEALTH SCIENCES (ONLINE)	B2	
1807-8664	ACTA SCIENTIARUM. TECHNOLOGY (ONLINE)	B2	
2582-4473	ACTA SCIENTIFIC CANCER BIOLOGY	C	
2582-1423	ACTA SCIENTIFIC NUTRITIONAL HEALTH	C	
2581-883X	ACTA SCIENTIFIC PAEDIATRICS	C	
0001-7019	ACTA STOMATOLOGICA CROATICA	B2	
1846-0410	ACTA STOMATOLOGICA CROATICA (ONLINE)	B2	
0001-706X	ACTA TROPICA	A2	
1981-5484	ACTA VETERINARIA BRASILICA	B1	
0236-6290	ACTA VETERINARIA HUNGARICA (1983)	A3	
0001-723X	ACTA VIROLOGICA (ENGLISH ED.)	B3	
1578-2190	ACTAS DERMO-SIFILIOGRAFICAS	B2	
0001-7310	ACTAS DERMO-SIFILIOGRÁFICAS (ED. IMPRESA)	B2	
0360-1293	ACUPUNCTURE & ELECTRO-THERAPEUTICS RESEARCH	B1	
0964-5284	ACUPUNCTURE IN MEDICINE	A3	
0736-5829	ADAPTED PHYSICAL ACTIVITY QUARTERLY	A4	
0965-2140	ADDICTION (ABINGDON. PRINT)	A1	
1369-1600	ADDICTION BIOLOGY (ONLINE)	A1	
1355-6215	ADDICTION BIOLOGY (PRINT)	A1	
0306-4603	ADDICTIVE BEHAVIORS	A2	
2352-8532	ADDICTIVE BEHAVIORS REPORTS	A4	
1531-5754	ADDICTIVE DISORDERS & THEIR TREATMENT	B2	
1866-6116	ADHD - ATTENTION DEFICIT AND HYPERACTIVITY DISORDERS	A4	
2177-5281	ADOLESCÊNCIA & SAÚDE	B2	
1679-9941	ADOLESCÊNCIA & SAÚDE (UERJ)	B2	
1179-318X	ADOLESCENT HEALTH, MEDICINE AND THERAPEUTICS (ONLINE)	C	
2251-7308	ADVANCED PHARMACEUTICAL BULLETIN	A2	
2198-3844	ADVANCED SCIENCE	A1	
2164-6627	ADVANCED SCIENCE, ENGINEERING AND MEDICINE	B2	
1615-4150	ADVANCED SYNTHESIS & CATALYSIS (PRINT)	A1	
2379-1764	ADVANCED TECHNIQUES IN BIOLOGY & MEDICINE	C	
2307-8316	ADVANCES IN ANIMAL AND VETERINARY SCIENCES	B2	
2474-7637	ADVANCES IN BIOTECHNOLOGY & MICROBIOLOGY	C	
2637-7802	ADVANCES IN COMPLEMENTARY & ALTERNATIVE MEDICINE	C	
2424-9238	ADVANCES IN DATA SCIENCE AND ADAPTIVE ANALYSIS	B3	
2424-922X	ADVANCES IN DATA SCIENCE AND ADAPTIVE ANALYSIS	B3	
2255-2863	ADVANCES IN DISTRIBUTED COMPUTING AND ARTIFICIAL INTELLIGENCE JOURNAL	B2	
0065-2598	ADVANCES IN EXPERIMENTAL MEDICINE AND BIOLOGY	A4	
1382-4996	ADVANCES IN HEALTH SCIENCES EDUCATION	A1	
1687-9112	ADVANCES IN HEMATOLOGY	A4	
2164-2648	ADVANCES IN INFECTIOUS DISEASES	C	
1898-4002	ADVANCES IN MEDICAL SCIENCES	A3	
2165-3402	ADVANCES IN MICROBIOLOGY	B3	
1536-0903	ADVANCES IN NEONATAL CARE (PRINT)	A3	
2156-5376	ADVANCES IN NUTRITION	A1	
2633-4690	ADVANCES IN PHARMACOLOGICAL AND PHARMACEUTICAL SCIENCES	C	
1043-4046	ADVANCES IN PHYSIOLOGY EDUCATION	A4	
1522-1229	ADVANCES IN PHYSIOLOGY EDUCATION (ONLINE)	A4	
2373-6402	ADVANCES IN PLANTS & AGRICULTURE RESEARCH	C	
2523-3106	ADVANCES IN RHEUMATOLOGY	B2	
1527-7941	ADVANCES IN SKIN & WOUND CARE	A3	
0741-238X	ADVANCES IN THERAPY	A2	
2692-4633	ADVANCES IN TOXICOLOGY AND TOXI EFFECTS	C	
1680-8584	AEROSOL AND AIR QUALITY RESEARCH	A2	
0364-216X	AESTHETIC PLASTIC SURGERY	A4	
1432-5241	AESTHETIC PLASTIC SURGERY (ONLINE)	A4	
1090-820X	AESTHETIC SURGERY JOURNAL	A1	
1684-5315	AFRICAN JOURNAL OF BIOTECHNOLOGY	B3	
1996-0794	AFRICAN JOURNAL OF FOOD SCIENCE	B1	
1996-0808	AFRICAN JOURNAL OF MICROBIOLOGY RESEARCH	B3	
1996-0816	AFRICAN JOURNAL OF PHARMACY AND PHARMACOLOGY	B4	
0189-6016	AFRICAN JOURNAL OF TRADITIONAL, COMPLEMENTARY AND ALTERNATIVE MEDICINES	C	
0002-0729	AGE AND AGEING	A1	
1359-1789	AGGRESSION AND VIOLENT BEHAVIOUR	A1	
1360-7863	AGING & MENTAL HEALTH (PRINT)	A1	
1945-4589	AGING (ALBANY)	A2	
2152-5250	AGING AND DISEASE	A1	
1474-9726	AGING CELL	A1	
1720-8319	AGING CLINICAL AND EXPERIMENTAL RESEARCH	A3	
1368-5538	AGING MALE	A4	
1090-7165	AIDS AND BEHAVIOR	A1	
1360-0451	AIDS CARE	A2	
0954-0121	AIDS CARE (PRINT)	A2	
0899-9546	AIDS EDUCATION AND PREVENTION	A3	
0269-9370	AIDS (LONDON)	A1	
1087-2914	AIDS PATIENT CARE AND STDS	A1	
0889-2229	AIDS RESEARCH AND HUMAN RETROVIRUSES	B2	
1742-6405	AIDS RESEARCH AND THERAPY	B1	
2575-615X	AIMS ALLERGY AND IMMUNOLOGY	C	
2373-7972	AIMS NEUROSCIENCE	B3	
1873-9326	AIR QUALITY, ATMOSPHERE & HEALTH (ONLINE)	A2	
1873-9318	AIR QUALITY, ATMOSPHERE AND HEALTH	A2	
1522-1555	AJP: ENDOCRINOLOGY AND METABOLISM (ONLINE)	A1	
0717-4055	ALASBIMN JOURNAL	C	
0735-0414	ALCOHOL AND ALCOHOLISM (OXFORD)	A3	
0741-8329	ALCOHOL (FAYETTEVILLE, N.Y.)	A2	
0145-6008	ALCOHOLISM, CLINICAL AND EXPERIMENTAL RESEARCH	A2	
1530-0277	ALCOHOLISM: CLINICAL AND EXPERIMENTAL RESEARCH	A2	
0002-5151	ALERGIA (MÉXICO)	B3	
1413-0394	ALETHEIA (ULBRA)	B1	
2211-9264	ALGAL RESEARCH	A1	
0301-0546	ALLERGOLOGIA ET IMMUNOPATHOLOGIA (ED. IMPRESA)	B1	
1088-5412	ALLERGY AND ASTHMA PROCEEDINGS (PRINT)	A4	
2092-7355	ALLERGY, ASTHMA & IMMUNOLOGY RESEARCH	A2	
1710-1492	ALLERGY, ASTHMA, AND CLINICAL IMMUNOLOGY (ONLINE)	B1	
0105-4538	ALLERGY (COPENHAGEN)	A1	
1398-9995	ALLERGY (ONLINE)	A1	
1078-6791	ALTERNATIVE THERAPIES IN HEALTH AND MEDICINE	B1	
0893-0341	ALZHEIMER DISEASE AND ASSOCIATED DISORDERS	A3	
1552-5260	ALZHEIMER'S & DEMENTIA	A1	
2352-8729	ALZHEIMER'S & DEMENTIA: DIAGNOSIS, ASSESSMENT & DISEASE MONITORING	A2	
1552-5279	ALZHEIMER'S & DEMENTIA (ONLINE)	A1	
2352-8737	ALZHEIMER'S & DEMENTIA: TRANSLATIONAL RESEARCH & CLINICAL INTERVENTIONS	A2	
1758-9193	ALZHEIMER'S RESEARCH & THERAPY	A1	
2525-8281	AMADEUS INTERNATIONAL MULTIDISCIPLINARY JOURNAL	C	
2177-8760	AMAZONIAN JOURNAL OF AGRICULTURAL AND ENVIRONMENTAL SCIENCES / REVISTA DE CIÊNCIAS AGRÁRIAS	B4	
2191-0855	AMB EXPRESS	A4	
1809-4422	AMBIENTE & SOCIEDADE (ONLINE)	A2	
2520-0518	AME MEDICAL JOURNAL	C	
0002-7014	AMEGHINIANA	A4	
2334-2331	AMERICAN INTERNATIONAL JOURNAL OF BIOLOGY	C	
2643-0061	AMERICAN INTERNATIONAL JOURNAL OF HUMANITIES, ARTS AND SOCIAL SCIENCES	C	
1533-3175	AMERICAN JOURNAL OF ALZHEIMER'S DISEASE AND OTHER DEMENTIAS	B1	
2642-1747	AMERICAN JOURNAL OF BIOMEDICAL SCIENCE & RESEARCH	C	
2160-200X	AMERICAN JOURNAL OF CARDIOVASCULAR DISEASE	C	
1175-3277	AMERICAN JOURNAL OF CARDIOVASCULAR DRUGS	A2	
1175-0561	AMERICAN JOURNAL OF CLINICAL DERMATOLOGY	A1	
1938-3207	AMERICAN JOURNAL OF CLINICAL NUTRITION	A1	
0277-3732	AMERICAN JOURNAL OF CLINICAL ONCOLOGY	B1	
0002-9173	AMERICAN JOURNAL OF CLINICAL PATHOLOGY	A3	
1062-3264	AMERICAN JOURNAL OF CRITICAL CARE	A2	
0894-8275	AMERICAN JOURNAL OF DENTISTRY	B1	
0002-9262	AMERICAN JOURNAL OF EPIDEMIOLOGY	A1	
0890-1171	AMERICAN JOURNAL OF HEALTH PROMOTION	A2	
2330-8796	AMERICAN JOURNAL OF HEALTH RESEARCH	C	
0361-8609	AMERICAN JOURNAL OF HEMATOLOGY (PRINT)	A1	
1049-9091	AMERICAN JOURNAL OF HOSPICE AND PALLIATIVE MEDICINE	A4	
1042-0533	AMERICAN JOURNAL OF HUMAN BIOLOGY	A1	
1520-6300	AMERICAN JOURNAL OF HUMAN BIOLOGY (ONLINE)	A1	
0002-9297	AMERICAN JOURNAL OF HUMAN GENETICS	A1	
0895-7061	AMERICAN JOURNAL OF HYPERTENSION	A3	
1941-7225	AMERICAN JOURNAL OF HYPERTENSION (ONLINE)	A3	
1553-619X	AMERICAN JOURNAL OF IMMUNOLOGY	C	
0196-6553	AMERICAN JOURNAL OF INFECTION CONTROL	A3	
1553-6203	AMERICAN JOURNAL OF INFECTIOUS DISEASES	C	
0272-6386	AMERICAN JOURNAL OF KIDNEY DISEASES	A1	
1552-4833	AMERICAN JOURNAL OF MEDICAL GENETICS - PART A	B1	
1552-4825	AMERICAN JOURNAL OF MEDICAL GENETICS. PART A	B1	
1552-4841	AMERICAN JOURNAL OF MEDICAL GENETICS. PART B, NEUROPSYCHIATRIC GENETICS	A1	
1552-4868	AMERICAN JOURNAL OF MEDICAL GENETICS. PART C, SEMINARS IN MEDICAL GENETICS	A1	
1557-9883	AMERICAN JOURNAL OF MEN'S HEALTH	A3	
2161-6620	AMERICAN JOURNAL OF MOLECULAR BIOLOGY	B4	
0250-8095	AMERICAN JOURNAL OF NEPHROLOGY	A2	
0195-6108	AMERICAN JOURNAL OF NEURORADIOLOGY	A2	
2160-8407	AMERICAN JOURNAL OF NUCLEAR MEDICINE AND MOLECULAR IMAGING	C	
1097-6868	AMERICAN JOURNAL OF OBSTETRICS AND GYNECOLOGY (ONLINE)	A1	
0002-9378	AMERICAN JOURNAL OF OBSTETRICS AND GYNECOLOGY (PRINT)	A1	
0272-9490	AMERICAN JOURNAL OF OCCUPATIONAL THERAPY	A1	
0002-9394	AMERICAN JOURNAL OF OPHTHALMOLOGY	A1	
2451-9936	AMERICAN JOURNAL OF OPHTHALMOLOGY CASE REPORTS	B2	
0889-5406	AMERICAN JOURNAL OF ORTHODONTICS AND DENTOFACIAL ORTHOPEDICS	A1	
0196-0709	AMERICAN JOURNAL OF OTOLARYNGOLOGY (PRINT)	B1	
0735-1631	AMERICAN JOURNAL OF PERINATOLOGY (PRINT)	A3	
0002-9459	AMERICAN JOURNAL OF PHARMACEUTICAL EDUCATION	A2	
0894-9115	AMERICAN JOURNAL OF PHYSICAL MEDICINE & REHABILITATION	A2	
1537-7385	AMERICAN JOURNAL OF PHYSICAL MEDICINE AND REHABILITATION	A2	
2163-5773	AMERICAN JOURNAL OF PHYSIOLOGY	C	
0193-1857	AMERICAN JOURNAL OF PHYSIOLOGY: GASTROINTESTINAL AND LIVER PHYSIOLOGY	A1	
0363-6135	AMERICAN JOURNAL OF PHYSIOLOGY. HEART AND CIRCULATORY PHYSIOLOGY	A1	
1522-1504	AMERICAN JOURNAL OF PHYSIOLOGY. LUNG CELLULAR AND MOLECULAR PHYSIOLOGY	A1	
1522-1490	AMERICAN JOURNAL OF PHYSIOLOGY. REGULATORY, INTEGRATIVE AND COMPARATIVE PHYSIOLOGY	A2	
0363-6119	AMERICAN JOURNAL OF PHYSIOLOGY. REGULATORY, INTEGRATIVE AND COMPARATIVE PHYSIOLOGY	A2	
1931-857X	AMERICAN JOURNAL OF PHYSIOLOGY. RENAL PHYSIOLOGY	A3	
1522-1563	AMERICAN JOURNAL OF PHYSIOLOGY-CELL PHYSIOLOGY	A1	
2158-2750	AMERICAN JOURNAL OF PLANT SCIENCES	B3	
0749-3797	AMERICAN JOURNAL OF PREVENTIVE MEDICINE	A1	
1098-2345	AMERICAN JOURNAL OF PRIMATOLOGY	A1	
0090-0036	AMERICAN JOURNAL OF PUBLIC HEALTH (1971)	A1	
1600-0897	AMERICAN JOURNAL OF REPRODUCTIVE IMMUNOLOGY (ONLINE)	A3	
1046-7408	AMERICAN JOURNAL OF REPRODUCTIVE IMMUNOLOGY (PRINT)	A3	
1073-449X	AMERICAN JOURNAL OF RESPIRATORY AND CRITICAL CARE MEDICINE	A1	
1044-1549	AMERICAN JOURNAL OF RESPIRATORY CELL AND MOLECULAR BIOLOGY	A1	
1945-8924	AMERICAN JOURNAL OF RHINOLOGY & ALLERGY (PRINT)	A1	
1546-3141	AMERICAN JOURNAL OF ROENTGENOLOGY	A2	
0361-803X	AMERICAN JOURNAL OF ROENTGENOLOGY (1976. PRINT)	A2	
0363-5465	AMERICAN JOURNAL OF SPORTS MEDICINE	A1	
2330-8559	AMERICAN JOURNAL OF SPORTS SCIENCE	C	
2333-4606	AMERICAN JOURNAL OF SPORTS SCIENCE AND MEDICINE	C	
1943-8141	AMERICAN JOURNAL OF TRANSLATIONAL RESEARCH	A2	
1600-6135	AMERICAN JOURNAL OF TRANSPLANTATION (PRINT)	A1	
1476-1645	AMERICAN JOURNAL OF TROPICAL MEDICINE AND HYGINE	A3	
0003-0082	AMERICAN MUSEUM NOVITATES	A1	
0939-4451	AMINO ACIDS (WIEN. PRINT)	A2	
1350-6129	AMYLOID (CARNFORTH)	A1	
2167-8421	AMYOTROPHIC LATERAL SCLEROSIS AND FRONTOTEMPORAL DEGENERATION	A3	
1075-9964	ANAEROBE (LONDON. PRINT)	A2	
0003-2409	ANAESTHESIA (LONDON. PRINT)	A1	
1642-5758	ANAESTHESIOLOGY INTENSIVE THERAPY	A4	
0365-0596	ANAIS BRASILEIROS DE DERMATOLOGIA (IMPRESSO)	B2	
1806-4841	ANAIS BRASILEIROS DE DERMATOLOGIA (ONLINE)	B2	
0001-3765	ANAIS DA ACADEMIA BRASILEIRA DE CIÊNCIAS (IMPRESSO)	A2	
1678-2690	ANAIS DA ACADEMIA BRASILEIRA DE CIÊNCIAS (ONLINE)	A2	
2594-3618	ANAIS DA ACADEMIA CEARENSE DE CIÊNCIAS	C	
0104-4885	ANAIS DA ACADEMIA NACIONAL DE MEDICINA	C	
0303-7762	ANAIS DO INSTITUTO DE HIGIENE E MEDICINA TROPICAL	B3	
1850-1168	ANALES AFA	B4	
1695-4033	ANALES DE PEDIATRÍA (2003. ED. IMPRESA)	B2	
0003-2654	ANALYST (LONDON. 1877. PRINT)	A1	
0003-2670	ANALYTICA CHIMICA ACTA (PRINT)	A1	
1618-2642	ANALYTICAL AND BIOANALYTICAL CHEMISTRY (PRINT)	A2	
0003-2697	ANALYTICAL BIOCHEMISTRY (PRINT)	A2	
0003-2719	ANALYTICAL LETTERS	B1	
1759-9679	ANALYTICAL METHODS	A1	
1759-9660	ANALYTICAL METHODS	A1	
1439-0264	ANATOMIA, HISTOLOGIA, EMBRYOLOGIA (INTERNET)	A4	
1935-9772	ANATOMICAL SCIENCES EDUCATION	A1	
1439-0272	ANDROLOGIA	B2	
0303-4569	ANDROLOGIA (BERLIN)	B2	
2047-2919	ANDROLOGY-US	A1	
2090-1267	ANEMIA	B1	
2446-9343	ANESTESIA EM REVISTA	C	
0209-1712	ANESTEZJOLOGIA INTENSYWNA TERAPIA	C	
0003-2999	ANESTHESIA AND ANALGESIA	A1	
0003-3022	ANESTHESIOLOGY (PHILADELPHIA)	A1	
1433-7851	ANGEWANDTE CHEMIE (INTERNATIONAL ED. PRINT)	A1	
0969-6970	ANGIOGENESIS (LONDON)	A1	
0003-3197	ANGIOLOGY (ROSLYN, N.Y.)	A4	
0101-191X	ÂNGULO (FATEA. IMPRESSO)	B2	
1570-7563	ANIMAL BIOLOGY	A4	
0377-8401	ANIMAL FEED SCIENCE AND TECHNOLOGY (PRINT)	A1	
1836-0939	ANIMAL PRODUCTION SCIENCE (PRINT)	A2	
1984-3143	ANIMAL REPRODUCTION	A2	
0378-4320	ANIMAL REPRODUCTION SCIENCE (PRINT)	A2	
1879-7261	ANNALES FRANCAISES D'OTO-RHINO-LARYNGOLOGIE ET DE PATHOLOGIE CERVICO-FACIALE	B4	
1081-1206	ANNALS OF ALLERGY, ASTHMA & IMMUNOLOGY	A2	
0090-6964	ANNALS OF BIOMEDICAL ENGINEERING	A2	
0971-9784	ANNALS OF CARDIAC ANAESTHESIA	B2	
2635-9103	ANNALS OF CHILD NEUROLOGY	C	
2572-2492	ANNALS OF CLINICAL & EXPERIMENTAL METABOLISM	C	
2328-9503	ANNALS OF CLINICAL AND TRANSLATIONAL NEUROLOGY (ONLINE)	A2	
2475-9430	ANNALS OF CLINICAL CYTOLOGY AND PATHOLOGY	C	
2639-6629	ANNALS OF CLINICAL HYPERTENSION	C	
1476-0711	ANNALS OF CLINICAL MICROBIOLOGY AND ANTIMICROBIALS	A3	
2373-9282	ANNALS OF CLINICAL PATHOLOGY	C	
1040-1237	ANNALS OF CLINICAL PSYCHIATRY	A4	
1013-9087	ANNALS OF DERMATOLOGY	B1	
1092-9134	ANNALS OF DIAGNOSTIC PATHOLOGY (PRINT)	A4	
0196-0644	ANNALS OF EMERGENCY MEDICINE	A1	
1047-2797	ANNALS OF EPIDEMIOLOGY	A2	
2214-9996	ANNALS OF GLOBAL HEALTH	A3	
1432-0584	ANNALS OF HEMATOLOGY	A3	
0939-5555	ANNALS OF HEMATOLOGY (PRINT)	A3	
1665-2681	ANNALS OF HEPATOLOGY	B1	
0301-4460	ANNALS OF HUMAN BIOLOGY	A3	
1464-5033	ANNALS OF HUMAN BIOLOGY	A3	
0003-4800	ANNALS OF HUMAN GENETICS (PRINT)	B2	
0972-2327	ANNALS OF INDIAN ACADEMY OF NEUROLOGY	B2	
2110-5820	ANNALS OF INTENSIVE CARE	A1	
0003-4819	ANNALS OF INTERNAL MEDICINE	A1	
2231-0746	ANNALS OF MAXILLOFACIAL SURGERY	B2	
2141-9248	ANNALS OF MEDICAL AND HEALTH SCIENCES RESEARCH	B3	
2049-0801	ANNALS OF MEDICINE AND SURGERY	A4	
0785-3890	ANNALS OF MEDICINE (HELSINKI)	A1	
0364-5134	ANNALS OF NEUROLOGY	A1	
0972-7531	ANNALS OF NEUROSCIENCES	B1	
1082-720X	ANNALS OF NONINVASIVE ELECTROCARDIOLOGY	B1	
0914-7187	ANNALS OF NUCLEAR MEDICINE	A3	
0250-6807	ANNALS OF NUTRITION & METABOLISM	A3	
2381-8891	ANNALS OF NUTRITIONAL DISORDERS & THERAPY	C	
2379-948X	ANNALS OF OTOLARYNGOLOGY AND RHINOLOGY	C	
2224-5820	ANNALS OF PALLIATIVE MEDICINE	A4	
0974-2069	ANNALS OF PEDIATRIC CARDIOLOGY	B1	
2287-1012	ANNALS OF PEDIATRIC ENDOCRINOLOGY & METABOLISM	B1	
2090-5394	ANNALS OF PEDIATRIC SURGERY	B4	
2373-9312	ANNALS OF PEDIATRICS & CHILD HEALTH	C	
1440-1754	ANNALS OF PEDIATRICS AND CHILD HEALTH	A4	
1877-0657	ANNALS OF PHYSICAL AND REHABILITATION MEDICINE	A1	
0148-7043	ANNALS OF PLASTIC SURGERY (PRINT)	A4	
2378-9328	ANNALS OF PUBLIC HEALTH AND RESEARCH	B4	
1468-2060	ANNALS OF RHEUMATIC DISEASES	A1	
1068-9265	ANNALS OF SURGICAL ONCOLOGY	A1	
0304-4602	ANNALS OF THE ACADEMY OF MEDICINE, SINGAPORE	A4	
2325-6621	ANNALS OF THE AMERICAN THORACIC SOCIETY	A2	
0077-8923	ANNALS OF THE NEW YORK ACADEMY OF SCIENCES	A1	
0003-4967	ANNALS OF THE RHEUMATIC DISEASES	A1	
2305-5847	ANNALS OF TRANSLATIONAL MEDICINE	A4	
2305-5839	ANNALS OF TRANSLATIONAL MEDICINE	A4	
1425-9524	ANNALS OF TRANSPLANTATION	B2	
0890-5096	ANNALS OF VASCULAR SURGERY (PRINT)	B2	
2347-565X	ANNUAL RESEARCH & REVIEW IN BIOLOGY	B3	
1543-5008	ANNUAL REVIEW OF PLANT BIOLOGY (PRINT)	A1	
2079-6382	ANTIBIOTICS-BASEL	A3	
1871-5206	ANTI-CANCER AGENTS IN MEDICINAL CHEMISTRY	A2	
0959-4973	ANTI-CANCER DRUGS	A4	
0250-7005	ANTICANCER RESEARCH	B1	
1871-5230	ANTI-INFLAMMATORY & ANTI-ALLERGY AGENTS IN MEDICINAL CHEMISTRY	B2	
1098-6596	ANTIMICROBIAL AGENTS AND CHEMOTHERAPY (ONLINE)	A1	
0066-4804	ANTIMICROBIAL AGENTS AND CHEMOTHERAPY (PRINT)	A1	
2047-2994	ANTIMICROBIAL RESISTANCE AND INFECTION CONTROL	A2	
2076-3921	ANTIOXIDANTS	B1	
1523-0864	ANTIOXIDANTS & REDOX SIGNALLING	A1	
0166-3542	ANTIVIRAL RESEARCH	A2	
1359-6535	ANTIVIRAL THERAPY (LONDON)	B1	
0003-6072	ANTONIE VAN LEEUWENHOEK (GEDRUKT)	A4	
0101-9759	ANUÁRIO DO INSTITUTO DE GEOCIÊNCIAS (UFRJ. IMPRESSO)	B2	
0268-7038	APHASIOLOGY (LONDON)	A1	
0044-8435	APIDOLOGIE (CELLE)	A2	
