ISSN	Titulo	Estrato	Classificação
0001-6896	ACTA PSIQUIÁTRICA Y PSICOLÓGICA DE AMÉRICA LATINA	B3	
1678-0345	ACTA SCIENTIAE VETERINARIAE (UFRGS. IMPRESSO)	B2	
1807-863X	ACTA SCIENTIARUM. BIOLOGICAL SCIENCES (ONLINE)	B2	
2178-5201	ACTA SCIENTIARUM. EDUCATION (ONLINE)	A2	
1679-9291	ACTA SCIENTIARUM. HEALTH SCIENCES (IMPRESSO)	B2	
1807-8648	ACTA SCIENTIARUM. HEALTH SCIENCES (ONLINE)	B2	
2582-0931	ACTA SCIENTIFIC MEDICAL SCIENCES	B3	
0001-706X	ACTA TROPICA	A2	
1808-8902	ADAPTA (RIO CLARO)	B1	
1940-0640	ADDICTION SCIENCE & CLINICAL PRACTICE	A2	
2352-8532	ADDICTIVE BEHAVIORS REPORTS	A4	
2177-5281	ADOLESCÊNCIA & SAÚDE	B2	
2251-7308	ADVANCED PHARMACEUTICAL BULLETIN	A2	
2472-6400	ADVANCED RESEARCH IN GASTROENTEROLOGY & HEPATOLOGY	C	
2573-2862	ADVANCES IN CYTOLOGY & PATHOLOGY	B4	
1536-0903	ADVANCES IN NEONATAL CARE (PRINT)	A3	
2675-1798	ADVANCES IN NURSING AND HEALTH	B2	
0161-9268	ADVANCES IN NURSING SCIENCE	A1	
2572-6684	ADVANCES IN PLASTIC & RECONSTRUCTIVE SURGERY	B4	
2523-3106	ADVANCES IN RHEUMATOLOGY	B2	
1527-7941	ADVANCES IN SKIN & WOUND CARE	A3	
0741-238X	ADVANCES IN THERAPY	A2	
2572-8490	ADVANCES IN TISSUE ENGINEERING AND REGENERATIVE MEDICINE: OPEN ACCESS	B3	
2162-1934	ADVANCES IN WOUND CARE	A1	
1996-0808	AFRICAN JOURNAL OF MICROBIOLOGY RESEARCH	B3	
1996-0816	AFRICAN JOURNAL OF PHARMACY AND PHARMACOLOGY	B4	
0002-0729	AGE AND AGEING	A1	
1364-6915	AGING & MENTAL HEALTH	A1	
1360-7863	AGING & MENTAL HEALTH (PRINT)	A1	
1720-8319	AGING CLINICAL AND EXPERIMENTAL RESEARCH	A3	
2663-8851	AGING MEDICINE AND HEALTHCARE	B2	
1516-1498	ÁGORA ( PPGTP/UFRJ)	A2	
1414-0454	ÁGORA (UNISC)	A4	
1982-6737	ÁGORA (UNISC. ONLINE)	A4	
1090-7165	AIDS AND BEHAVIOR	A1	
1360-0451	AIDS CARE	A2	
0954-0121	AIDS CARE (PRINT)	A2	
1087-2914	AIDS PATIENT CARE AND STDS	A1	
0889-2229	AIDS RESEARCH AND HUMAN RETROVIRUSES	B2	
2090-1240	AIDS RESEARCH AND TREATMENT	B2	
0735-0414	ALCOHOL AND ALCOHOLISM (OXFORD)	A3	
1981-1330	ALETHEIA	B1	
1413-0394	ALETHEIA (ULBRA)	B1	
0301-0546	ALLERGOLOGIA ET IMMUNOPATHOLOGIA (ED. IMPRESA)	B1	
0105-4538	ALLERGY (COPENHAGEN)	A1	
2359-6651	ALMANAQUE MULTIDISCIPLINAR DE PESQUISA	B1	
1390-325X	ALTERIDAD: REVISTA DE CIENCIAS HUMANAS, SOCIALES Y EDUCACIÓN	A2	
1552-5260	ALZHEIMER'S & DEMENTIA	A1	
1809-4422	AMBIENTE & SOCIEDADE (ONLINE)	A2	
2156-6976	AMERICAN JOURNAL OF CANCER RESEARCH	A2	
1062-3264	AMERICAN JOURNAL OF CRITICAL CARE	A2	
0894-8275	AMERICAN JOURNAL OF DENTISTRY	B1	
0002-9262	AMERICAN JOURNAL OF EPIDEMIOLOGY	A1	
1932-5037	AMERICAN JOURNAL OF HEALTH EDUCATION	A4	
1042-0533	AMERICAN JOURNAL OF HUMAN BIOLOGY	A1	
1520-6300	AMERICAN JOURNAL OF HUMAN BIOLOGY (ONLINE)	A1	
0895-7061	AMERICAN JOURNAL OF HYPERTENSION	A3	
0196-6553	AMERICAN JOURNAL OF INFECTION CONTROL	A3	
1557-9883	AMERICAN JOURNAL OF MEN'S HEALTH	A3	
2328-5753	AMERICAN JOURNAL OF NURSING SCIENCE	B1	
0889-5406	AMERICAN JOURNAL OF ORTHODONTICS AND DENTOFACIAL ORTHOPEDICS	A1	
0894-9115	AMERICAN JOURNAL OF PHYSICAL MEDICINE & REHABILITATION	A2	
1537-7385	AMERICAN JOURNAL OF PHYSICAL MEDICINE AND REHABILITATION	A2	
1522-1539	AMERICAN JOURNAL OF PHYSIOLOGY. HEART AND CIRCULATORY PHYSIOLOGY	A1	
1522-1504	AMERICAN JOURNAL OF PHYSIOLOGY. LUNG CELLULAR AND MOLECULAR PHYSIOLOGY	A1	
1073-449X	AMERICAN JOURNAL OF RESPIRATORY AND CRITICAL CARE MEDICINE	A1	
2525-314X	AMERICAN JOURNAL OF SPORTS TRAINING	B4	
1943-8141	AMERICAN JOURNAL OF TRANSLATIONAL RESEARCH	A2	
1476-1645	AMERICAN JOURNAL OF TROPICAL MEDICINE AND HYGINE	A3	
2379-2922	AMERICAN RESEARCH JOURNAL OF NURSING	B2	
0365-0596	ANAIS BRASILEIROS DE DERMATOLOGIA (IMPRESSO)	B2	
1806-4841	ANAIS BRASILEIROS DE DERMATOLOGIA (ONLINE)	B2	
0001-3765	ANAIS DA ACADEMIA BRASILEIRA DE CIÊNCIAS (IMPRESSO)	A2	
1678-2690	ANAIS DA ACADEMIA BRASILEIRA DE CIÊNCIAS (ONLINE)	A2	
0303-7762	ANAIS DO INSTITUTO DE HIGIENE E MEDICINA TROPICAL	B3	
0870-8231	ANÁLISE PSICOLÓGICA	A4	
0211-7339	ANALYSIS Y MODIFICACION DE CONDUCTA	B3	
0377-8401	ANIMAL FEED SCIENCE AND TECHNOLOGY (PRINT)	A1	
1836-0939	ANIMAL PRODUCTION SCIENCE (PRINT)	A2	
0883-6612	ANNALS OF BEHAVIORAL MEDICINE	A1	
2381-8883	ANNALS OF DEPRESSION AND ANXIETY	C	
2214-9996	ANNALS OF GLOBAL HEALTH	A3	
1665-2681	ANNALS OF HEPATOLOGY	B1	
0301-4460	ANNALS OF HUMAN BIOLOGY	A3	
2110-5820	ANNALS OF INTENSIVE CARE	A1	
2049-0801	ANNALS OF MEDICINE AND SURGERY	A4	
0914-7187	ANNALS OF NUCLEAR MEDICINE	A3	
0250-6807	ANNALS OF NUTRITION & METABOLISM	A3	
2305-5847	ANNALS OF TRANSLATIONAL MEDICINE	A4	
0890-5096	ANNALS OF VASCULAR SURGERY (PRINT)	B2	
2079-6382	ANTIBIOTICS-BASEL	A3	
1098-6596	ANTIMICROBIAL AGENTS AND CHEMOTHERAPY (ONLINE)	A1	
0066-4804	ANTIMICROBIAL AGENTS AND CHEMOTHERAPY (PRINT)	A1	
2047-2994	ANTIMICROBIAL RESISTANCE AND INFECTION CONTROL	A2	
0122-2066	ANUARIO DE HISTORIA REGIONAL Y DE LAS FRONTERAS	A2	
0001-2092	AORN JOURNAL	A2	
0195-6663	APPETITE (LONDON. PRINT)	A1	
0897-1897	APPLIED NURSING RESEARCH	A1	
0969-8043	APPLIED RADIATION AND ISOTOPES	A2	
1568-4946	APPLIED SOFT COMPUTING (PRINT)	A1	
2596-3317	APS EM REVISTA	B4	
0044-8486	AQUACULTURE (AMSTERDAM)	A1	
1657-5997	AQUICHAN	A4	
1806-938X	ARCHIVES OF CLINICAL PSYCHIATRY (SÃO PAULO)	B2	
0340-3696	ARCHIVES OF DERMATOLOGICAL RESEARCH (PRINT)	A2	
2359-4292	ARCHIVES OF ENDOCRINOLOGY AND METABOLISM	B2	
2359-3997	ARCHIVES OF ENDOCRINOLOGY AND METABOLISM	B2	
1933-8244	ARCHIVES OF ENVIRONMENTAL & OCCUPATIONAL HEALTH	B1	
0090-4341	ARCHIVES OF ENVIRONMENTAL CONTAMINATION AND TOXICOLOGY (PRINT)	A3	
0167-4943	ARCHIVES OF GERONTOLOGY AND GERIATRICS	A1	
2675-4711	ARCHIVES OF HEALTH	B3	
2317-3009	ARCHIVES OF HEALTH INVESTIGATION	B3	
1734-1922	ARCHIVES OF MEDICAL SCIENCE	A1	
1896-9151	ARCHIVES OF MEDICAL SCIENCE (ONLINE)	A1	
1989-5216	ARCHIVES OF MEDICINE	B3	
2581-4265	ARCHIVES OF NURSING PRACTICE AND CARE	B4	
0003-9969	ARCHIVES OF ORAL BIOLOGY	A1	
0883-9417	ARCHIVES OF PSYCHIATRIC NURSING	A1	
2049-3258	ARCHIVES OF PUBLIC HEALTH	A3	
1434-1816	ARCHIVES OF WOMEN'S MENTAL HEALTH	A2	
1068-2341	ARCHIVOS ANALÍTICOS DE POLÍTICAS EDUCATIVAS / EDUCATION POLICY ANALYSIS ARCHIVES	A1	
2339-3874	ARCHIVOS DE MEDICINA (MANIZALES)	B3	
1678-4170	ARQUIVOS BRASILEIROS DE CARDIOLOGIA	B2	
0066-782X	ARQUIVOS BRASILEIROS DE CARDIOLOGIA (IMPRESSO)	B2	
2595-0096	ARQUIVOS BRASILEIROS DE EDUCAÇÃO FÍSICA	B4	
0004-2730	ARQUIVOS BRASILEIROS DE ENDOCRINOLOGIA E METABOLOGIA (IMPRESSO)	B2	
1809-5267	ARQUIVOS BRASILEIROS DE PSICOLOGIA (ONLINE)	A2	
0004-2773	ARQUIVOS CATARINENSES DE MEDICINA (IMPRESSO)	B2	
1806-4280	ARQUIVOS CATARINENSES DE MEDICINA (ONLINE)	B2	
2318-3691	ARQUIVOS DE CIÊNCIAS DA SAÚDE	B1	
1982-114X	ARQUIVOS DE CIÊNCIAS DA SAÚDE DA UNIPAR	B1	
1415-076X	ARQUIVOS DE CIÊNCIAS DA SAÚDE DA UNIPAR	B1	
1807-1325	ARQUIVOS DE CIÊNCIAS DA SAÚDE (FAMERP)	B1	
0004-2803	ARQUIVOS DE GASTROENTEROLOGIA (IMPRESSO)	B2	
1678-4219	ARQUIVOS DE GASTROENTEROLOGIA (ONLINE)	B2	
1678-4227	ARQUIVOS DE NEURO-PSIQUIATRIA	B2	
1808-1657	ARQUIVOS DO INSTITUTO BIOLÓGICO (ONLINE)	B4	
1980-959X	ARQUIVOS DO MUDI	B3	
0101-6067	ARQUIVOS MÉDICOS DOS HOSPITAIS E DA FACULDADE DE CIÊNCIAS MÉDICAS DA SANTA CASA DE SÃO PAULO (IMPRESSO)	B4	
2449-6170	ARTERIAL HYPERTENSION	B2	
1876-4401	ARTERY RESEARCH	B3	
1872-9312	ARTERY RESEARCH (PRINT)	B3	
0933-3657	ARTIFICIAL INTELLIGENCE IN MEDICINE (PRINT)	A1	
1415-7950	ASAS DA PALAVRA (UNAMA)	A4	
0976-3376	ASIAN JOURNAL OF SCIENCE AND TECHNOLOGY	C	
1976-1317	ASIAN NURS RES	A1	
2588-3682	ASIAN PACIFIC JOURNAL OF CANCER CARE	B2	
2476-762X	ASIAN PACIFIC JOURNAL OF CANCER PREVENTION	A4	
1513-7368	ASIAN PACIFIC JOURNAL OF CANCER PREVENTION	A4	
2349-6673	ASIA-PACIFIC JOURNAL OF ONCOLOGY NURSING	B1	
2238-3069	ÁSKESIS	B3	
2177-9333	ASSOBRAFIR CIÊNCIA	B3	
0212-6567	ATENCIÓN PRIMARIA	A4	
0021-9150	ATHEROSCLEROSIS (AMSTERDAM)	A1	
1567-5688	ATHEROSCLEROSIS. SUPPLEMENT	A2	
2317-6431	AUDIOLOGY - COMMUNICATION RESEARCH (ACR)	B1	
1036-7314	AUSTRALIAN CRITICAL CARE	A1	
1991-8178	AUSTRALIAN JOURNAL OF BASIC AND APPLIED SCIENCES	B4	
0045-0766	AUSTRALIAN OCCUPATIONAL THERAPY JOURNAL (PRINT)	A3	
2175-3431	AVALIAÇÃO PSICOLÓGICA	A2	
0121-4500	AVANCES EN ENFERMERIA	B1	
2346-0261	AVANCES EN ENFERMERÍA	B1	
1794-4724	AVANCES EN PSICOLOGIA LATINOAMERICANA	A1	
2145-4515	AVANCES EN PSICOLOGÍA LATINOAMERICANA	A1	
1982-2022	BARBARÓI (UNISC. ONLINE)	B1	
2056-807X	BDJ OPEN	B3	
1132-9483	BEHAVIORAL PSYCHOLOGY/PSICOLOGÍA CONDUCTUAL	B1	
0166-4328	BEHAVIOURAL BRAIN RESEARCH	A2	
1885-2238	BIBLIOTECA LASCASAS	B3	
2452-199X	BIOACTIVE MATERIALS	A1	
0005-2736	BIOCHIMICA ET BIOPHYSICA ACTA. BIOMEMBRANES	A1	
0925-4439	BIOCHIMICA ET BIOPHYSICA ACTA. MOLECULAR BASIS OF DISEASE	A2	
0300-9084	BIOCHIMIE (PARIS. PRINT)	A2	
0892-7014	BIOFOULING (NEW YORK. PRINT)	A1	
2242-1300	BIOINVASIONS RECORDS	B1	
2451-9022	BIOLOGICAL PSYCHIATRY: COGNITIVE NEUROSCIENCE AND NEUROIMAGING	A1	
1099-8004	BIOLOGICAL RESEARCH FOR NURSING	A1	
0163-4984	BIOLOGICAL TRACE ELEMENT RESEARCH	A3	
2079-7737	BIOLOGY	A1	
2314-6141	BIOMED RESEARCH INTERNATIONAL	A3	
2314-6133	BIOMED RESEARCH INTERNATIONAL	A3	
0120-4157	BIOMÉDICA (BOGOTÁ)	B2	
0899-8205	BIOMEDICAL INSTRUMENTATION & TECHNOLOGY	B4	
2574-1241	BIOMEDICAL JOURNAL OF SCIENTIFIC & TECHNICAL RESEARCH	C	
2049-9434	BIOMEDICAL REPORTS	A2	
1746-8094	BIOMEDICAL SIGNAL PROCESSING AND CONTROL (PRINT)	A1	
0753-3322	BIOMEDICINE & PHARMACOTHERAPY	A2	
1679-8074	BIOMOTRIZ (UNICRUZ)	B3	
1981-3163	BIOSCIENCE JOURNAL (ONLINE)	B2	
1516-3725	BIOSCIENCE JOURNAL (UFU. IMPRESSO)	B2	
2472-1727	BIRTH DEFECTS RESEARCH	A4	
1518-1812	BIS. BOLETIM DO INSTITUTO DE SAÚDE (IMPRESSO)	B2	
0006-4971	BLOOD (PHILADELPHIA, PA)	A1	
0803-7051	BLOOD PRESSURE	A3	
1471-2407	BMC CANCER (ONLINE)	A3	
1471-2261	BMC CARDIOVASCULAR DISORDERS (ONLINE)	A4	
1471-5945	BMC DERMATOLOGY (ONLINE)	A3	
1471-2318	BMC GERIATRICS (ONLINE)	A1	
1472-6963	BMC HEALTH SERVICES RESEARCH (ONLINE)	A1	
1471-2334	BMC INFECTIOUS DISEASES (ONLINE)	A3	
1472-698X	BMC INTERNATIONAL HEALTH AND HUMAN RIGHTS (ONLINE)	A3	
1472-6947	BMC MEDICAL INFORMATICS AND DECISION MAKING (ONLINE)	A2	
1471-2288	BMC MEDICAL RESEARCH METHODOLOGY (ONLINE)	A1	
1471-2474	BMC MUSCULOSKELETAL DISORDERS (ONLINE)	A3	
1472-6955	BMC NURSING	A1	
2055-0928	BMC NUTRITION	B2	
1472-6831	BMC ORAL HEALTH (ONLINE)	A3	
1471-2431	BMC PEDIATRICS (ONLINE)	A1	
1471-2393	BMC PREGNANCY AND CHILDBIRTH (ONLINE)	A1	
1471-244X	BMC PSYCHIATRY (ONLINE)	A2	
1471-2458	BMC PUBLIC HEALTH (ONLINE)	A1	
1471-2466	BMC PULMONARY MEDICINE (ONLINE)	A4	
1756-0500	BMC RESEARCH NOTES	B1	
2052-1847	BMC SPORTS SCIENCE, MEDICINE AND REHABILITATION	A2	
1472-6874	BMC WOMEN'S HEALTH (ONLINE)	A1	
2059-7908	BMJ GLOBAL HEALTH	A3	
2044-6055	BMJ OPEN	A1	
2399-6641	BMJ OPEN QUALITY	B3	
2044-5415	BMJ QUALITY & SAFETY	A1	
1756-1833	BMJ-BRITISH MEDICAL JOURNAL	A1	
1980-4415	BOLEMA : BOLETIM DE EDUCAÇÃO MATEMÁTICA (ONLINE)	A1	
2238-3042	BOLETIM CIENTÍFICO DO INSTITUTO DE ENSINO E PESQUISA	C	
0001-3838	BOLETIM DA ACADEMIA NACIONAL DE MEDICINA	B4	
0102-1001	BOLETIM DA SAÚDE	B4	
1981-4100	BOLETIM DE INDÚSTRIA ANIMAL (ONLINE)	B4	
2176-9141	BOLETIM INFORMATIVO UNIMOTRISAÚDE EM SOCIOGERONTOLOGIA	B3	
0102-549X	BOLETIM TÉCNICO DO SENAC	A4	
2448-1483	BOLETIM TÉCNICO DO SENAC (ONLINE)	A4	
0268-3369	BONE MARROW TRANSPLANTATION (BASINGSTOKE)	A1	
1476-5365	BONE MARROW TRANSPLANTATION (ONLINE)	A1	
8756-3282	BONE (NEW YORK, N.Y.)	A1	
0210-5934	BORDON: REVISTA DE PEDAGOGÍA	A1	
0889-1591	BRAIN, BEHAVIOR, AND IMMUNITY	A1	
1015-6305	BRAIN PATHOLOGY	A1	
0006-8993	BRAIN RESEARCH	A2	
1863-2653	BRAIN STRUCTURE & FUNCTION (PRINT)	A1	
2525-7374	BRASPEN JOURNAL	C	
2595-3621	BRAZILIAN APPLIED SCIENCE REVIEW	C	
1678-4324	BRAZILIAN ARCHIVES OF BIOLOGY AND TECHNOLOGY (ONLINE)	A4	
1806-4760	BRAZILIAN DENTAL JOURNAL	A2	
1678-9741	BRAZILIAN JOURNAL OF CARDIOVASCULAR SURGERY (ONLINE)	A4	
2525-8761	BRAZILIAN JOURNAL OF DEVELOPMENT	C	
1981-6723	BRAZILIAN JOURNAL OF FOOD TECHNOLOGY (ONLINE)	B2	
2237-261X	BRAZILIAN JOURNAL OF FORENSIC SCIENCES, MEDICAL LAW AND BIOETHICS	B2	
2674-8207	BRAZILIAN JOURNAL OF HEALTH AND BIOLOGICAL SCIENCE	B2	
2595-6825	BRAZILIAN JOURNAL OF HEALTH REVIEW	B3	
1414-431X	BRAZILIAN JOURNAL OF MEDICAL AND BIOLOGICAL RESEARCH	A3	
1517-8382	BRAZILIAN JOURNAL OF MICROBIOLOGY	A2	
1678-4405	BRAZILIAN JOURNAL OF MICROBIOLOGY (ONLINE)	A2	
1677-3225	BRAZILIAN JOURNAL OF ORAL SCIENCES (ONLINE)	B1	
1808-8694	BRAZILIAN JOURNAL OF OTORHINOLARYNGOLOGY (IMPRESSO)	A3	
1808-8686	BRAZILIAN JOURNAL OF OTORHINOLARYNGOLOGY (ONLINE)	A3	
2175-9790	BRAZILIAN JOURNAL OF PHARMACEUTICAL SCIENCES (ONLINE)	B1	
1413-3555	BRAZILIAN JOURNAL OF PHYSICAL THERAPY (PRINT)	A2	
2317-4404	BRAZILIAN JOURNAL OF SURGERY AND CLINICAL RESEARCH	B3	
1806-8324	BRAZILIAN ORAL RESEARCH	A2	
1807-3107	BRAZILIAN ORAL RESEARCH	A2	
0007-070X	BRITISH FOOD JOURNAL (1966)	A1	
1749-6403	BRITISH JOURNAL OF CARDIAC NURSING	B1	
1462-4753	BRITISH JOURNAL OF COMMUNITY NURSING	B1	
0007-0963	BRITISH JOURNAL OF DERMATOLOGY (1951. PRINT)	A1	
2231-0614	BRITISH JOURNAL OF MEDICINE AND MEDICAL RESEARCH	B3	
2049-5919	BRITISH JOURNAL OF MENTAL HEALTH NURSING	B2	
0966-0461	BRITISH JOURNAL OF NURSING	A2	
0266-4356	BRITISH JOURNAL OF ORAL & MAXILLOFACIAL SURGERY	A4	
0264-6196	BRITISH JOURNAL OF VISUAL IMPAIRMENT	B1	
2595-3192	BRJP -  BRAZILIAN JOURNAL OF PAIN	B1	
2595-0118	BRJP (IMPRESSO)	B1	
0305-4179	BURNS	A2	
1463-7154	BUSINESS PROCESS MANAGEMENT JOURNAL	A1	
2316-915X	CAD. NATUROL. TERAP. COMPLEM.	B3	
2318-5104	CADERNO DE EDUCAÇÃO FÍSICA E ESPORTE	B3	
1981-3082	CADERNO ESPAÇO FEMININO (ONLINE)	B2	
1984-2147	CADERNOS BRASILEIROS DE SAÚDE MENTAL	B3	
2595-2420	CADERNOS BRASILEIROS DE SAÚDE MENTAL	B3	
2526-8910	CADERNOS BRASILEIROS DE TERAPIA OCUPACIONAL	B1	
1982-4440	CADERNOS DA PEDAGOGIA (UFSCAR. ONLINE)	B1	
2316-9133	CADERNOS DE CAMPO (USP)	A4	
1980-5861	CADERNOS DE CULTURA E CIÊNCIA (URCA)	C	
2358-8306	CADERNOS DE EDUCAÇÃO, SAÚDE E FISIOTERAPIA	B2	
2525-6904	CADERNOS DE GÊNERO E DIVERSIDADE	A3	
1980-1769	CADERNOS DE GRADUAÇÃO - CIÊNCIAS BIOLÓGICAS E DA SAÚDE	B1	
2316-3151	CADERNOS DE GRADUAÇÃO: CIÊNCIAS BIOLÓGICAS E DA SAÚDE (FACIPE)	B1	
2179-4790	CADERNOS DE LINGUAGEM E SOCIEDADE	B2	
2316-7580	CADERNOS DE NATUROLOGIA E TERAPIAS COMPLEMENTARES	B3	
2178-2229	CADERNOS DE PESQUISA - UNIVERSIDADE FEDERAL DO MARANHÃO	A3	
1809-4139	CADERNOS DE PÓS GRADUAÇÃO EM DISTÚRBIOS DO DESENVOLVIMENTO (ONLINE)	B1	
1981-0490	CADERNOS DE PSICOLOGIA SOCIAL DO TRABALHO	A3	
1678-4464	CADERNOS DE SAÚDE PÚBLICA	A1	
0102-311X	CADERNOS DE SAÚDE PÚBLICA (ENSP. IMPRESSO)	A1	
0104-4931	CADERNOS DE TERAPIA OCUPACIONAL DA UFSCAR	B1	
2238-2860	CADERNOS DE TERAPIA OCUPACIONAL DA UFSCAR (ONLINE)	B1	
2447-861X	CADERNOS DO CEAS	A4	
2358-1824	CADERNOS IBERO-AMERICANOS DE DIREITO SANITÁRIO	B3	
2358-291X	CADERNOS SAÚDE COLETIVA	B1	
1414-462X	CADERNOS SAÚDE COLETIVA (UFRJ)	B1	
1982-1816	CADERNOS UNIFOA (ONLINE)	B3	
2236-4099	CADERNOS ZIGMUNT BAUMAN	B4	
2359-0599	CAMINHO ABERTO: REVISTA DE EXTENSÃO DO IFSC	B4	
1983-778X	CAMINHOS (GOIÂNIA. ONLINE)	A2	
0828-282X	CANADIAN JOURNAL OF CARDIOLOGY	A2	
2368-8653	CANADIAN JOURNAL OF CRITICAL CARE NURSING	B1	
1183-5702	CANADIAN JOURNAL OF INFECTION CONTROL	B2	
0008-4174	CANADIAN JOURNAL OF OCCUPATIONAL THERAPY (1939)	A3	
0008-4212	CANADIAN JOURNAL OF PHYSIOLOGY AND PHARMACOLOGY (PRINT)	B1	
0008-4263	CANADIAN JOURNAL OF PUBLIC HEALTH	A4	
2368-8076	CANADIAN ONCOLOGY NURSING JOURNAL	B1	
2331-0928	CANCER CELL  & MICROENVIRONMENT	B1	
1877-7821	CANCER EPIDEMIOLOGY (PRINT)	A2	
2045-7634	CANCER MEDICINE	A3	
0162-220X	CANCER NURSING	A1	
1940-6215	CANCER PREVENTION RESEARCH (PHILADELPHIA, ONLINE)	A2	
2090-0597	CARDIOLOGY RESEARCH AND PRACTICE	B1	
1530-7905	CARDIOVASCULAR TOXICOLOGY	A3	
0008-6568	CARIES RESEARCH	A1	
2090-6412	CASE REPORTS IN CARDIOLOGY	C	
2090-6676	CASE REPORTS IN NEUROLOGICAL MEDICINE	C	
1389-9333	CELL AND TISSUE BANKING	A4	
2073-4409	CELLS	A3	
1165-158X	CELLULAR AND MOLECULAR BIOLOGY (ONLINE)	C	
2595-4881	CENAS EDUCACIONAIS	B1	
2166-7403	CENTRAL ASIAN JOURNAL OF GLOBAL HEALTH	B1	
2300-9705	CENTRAL EUROPEAN JOURNAL OF SPORT SCIENCES AND MEDICINE	B4	
1809-127X	CHECK LIST	B2	
0009-2797	CHEMICO-BIOLOGICAL INTERACTIONS (PRINT)	A2	
0012-3692	CHEST (AMERICAN COLLEGE OF CHEST PHYSICIANS)	A1	
0145-2134	CHILD ABUSE & NEGLECT	A1	
0190-7409	CHILDREN AND YOUTH SERVICES REVIEW	A1	
1433-0350	CHILD'S NERVOUS SYSTEM (ONLINE)	A4	
1678-4561	CIÊNCIA & SAÚDE COLETIVA	A1	
1983-652X	CIÊNCIA & SAÚDE (PORTO ALEGRE)	A4	
0718-2449	CIENCIA & TRABAJO (EN LÍNEA)	B2	
2317-1499	CIÊNCIA ATUAL - REVISTA CIENTÍFICA MULTIDISCIPLINAR DAS FACULDADES SÃO JOSÉ	C	
1677-3861	CIÊNCIA, CUIDADO E SAÚDE	B1	
1984-7513	CIÊNCIA, CUIDADO E SAÚDE (ONLINE)	B1	
2358-0763	CIÊNCIA DA INFORMAÇÃO EM REVISTA	B1	
1518-8353	CIÊNCIA DA INFORMAÇÃO (ONLINE)	A4	
1413-8123	CIÊNCIA E SAÚDE COLETIVA (IMPRESSO)	A1	
1678-457X	CIENCIA E TECNOLOGIA DE ALIMENTOS	B1	
1983-9480	CIÊNCIA EM MOVIMENTO (ONLINE)	B1	
1984-5782	CIÊNCIA ET PRAXIS (IMPRESSO)	A3	
1983-912X	CIÊNCIA ET PRAXIS (ONLINE)	A3	
0717-2079	CIENCIA Y ENFERMERÍA	B1	
0717-9553	CIENCIA Y ENFERMERÍA (EN LÍNEA)	B1	
1688-4094	CIENCIAS PSICOLOGICAS	A2	
1538-2931	CIN: COMPUTERS, INFORMATICS, NURSING	A3	
1137-0882	CIRUGÍA MAYOR AMBULATORIA	B3	
2357-9730	CLINICAL AND BIOMEDICAL RESEARCH	C	
1064-1963	CLINICAL AND EXPERIMENTAL HYPERTENSION (1993, PRINT)	B1	
0390-6663	CLINICAL AND EXPERIMENTAL OBSTETRICS & GYNECOLOGY	B3	
1440-1681	CLINICAL AND EXPERIMENTAL PHARMACOLOGY AND PHYSIOLOGY	A4	
2045-7022	CLINICAL AND TRANSLATIONAL ALLERGY	A2	
2059-0393	CLINICAL CASE REPORTS AND REVIEWS	B4	
0962-8827	CLINICAL DYSMORPHOLOGY	B2	
