"Dallacort, Rivanildo (Author)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Timespan:1900-2022. ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Results found,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sum of the Times Cited,211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Average Citations per Item,4.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h-index,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Title,Authors,Corporate Authors,Editors,Book Editors,Source Title,Publication Date,Publication Year,Volume,Issue,Part Number,Supplement,Special Issue,Beginning Page,Ending Page,Article Number,DOI,Conference Title,Conference Date,Total Citations,Average per Year,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Management of cover vegetation and speed of operation on conditions of sowing and corn yield,"Trogello, Emerson; Modolo, Alcir J.; Scarsi, Marina; da Silva, Cristiano L.; Adami, Paulo F.; Dallacort, Rivanildo",,,,REVISTA BRASILEIRA DE ENGENHARIA AGRICOLA E AMBIENTAL,JUL 2013,2013,17,7,,,,796,802,,10.1590/S1415-43662013000700015,,,6,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,1,0,0,0
Azospirillum: A new and efficient alternative to biological nitrogen fixation in grasses,"Okumura, Ricardo Shigueru; Mariano, Daiane de Cinque; Dallacort, Rivanildo; de Albuquerque, Amanda Nogueira; da Silva Lobato, Allan Klynger; Silva Guedes, Elaine Maria; de Oliveira Neto, Candido Ferreira; Oliveira da Conceicao, Heraclito Eugenio; Ruffeil Alves, Gustavo Antonio",,,,JOURNAL OF FOOD AGRICULTURE & ENVIRONMENT,2013,2013,11,1,,,,1142,1146,,,,,6,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,2,1
Performance and growth conduction of Japanese cucumber in protected environment,"Santi, Adalberto; Scaramuzza, Walcylene L. M. P.; Soares, Danilo M. J.; Scaramuzza, Jose Fernando; Dallacort, Rivanildo; Krause, Willian; Tieppo, Rafael Cesar",,,,HORTICULTURA BRASILEIRA,OCT-DEC 2013,2013,31,4,,,,649,653,,10.1590/S0102-05362013000400023,,,5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,1,0
"Covering management, furrowing mechanisms and working speed over direct seeding of corn cultivation","Trogello, Emerson; Modolo, Alcir Jose; Scarsi, Marina; Dallacort, Rivanildo",,,,BRAGANTIA,JAN-MAR 2013,2013,72,1,,,,101,109,,10.1590/S0006-87052013005000016,,,5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,1,0,0
Seeding quality and soybean yields from using different furrowers and operation speeds,"Modolo, Alcir Jose; Trogello, Emerson; Pagliosa, Eduardo Stefani; Dallacort, Rivanildo; Kolling, Evandro Marcos; Sgarbossa, Maicon",,,,SEMINA-CIENCIAS AGRARIAS,2012,2012,33,,,1,,3009,3015,,10.5433/1679-0359.2012v33Supl1p3009,,,5,0.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,1,0,1
Soil water balance simulated by CROPGRO-Drybean model for edaphoclimatic conditions in Maringa,"Dallacort, Rivanildo; de Freitas, Paulo S. L.; de Faria, Rogerio T.; Goncalves, Antonio C. A.; Jacome, Aleksandra G.; Rezende, Roberto",,,,REVISTA BRASILEIRA DE ENGENHARIA AGRICOLA E AMBIENTAL,APR 2010,2010,14,4,,,,351,357,,10.1590/S1415-43662010000400002,,,5,0.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0
Efficiency of the photovoltaic systems under real work conditions on region of Cascavel,"Gnoatto, Estor; Dallacort, Rivanildo; Ricieri, Reinaldo Prandini; Silva, Suedemio de Lima; Ferruzi, Yuri",,,,ACTA SCIENTIARUM-TECHNOLOGY,2008,2008,30,2,,,,215,219,,10.4025/actascitechnol.v30i2.5496,,,5,0.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,1,0,1,0,0
Permanent wilting point of bean cultivated in Dystric Nitosols and Rhodic Ferralsols,"Salvestro, Alexandre C.; de Freitas, Paulo S. L.; Rezende, Roberto; Dallacort, Rivanildo; Vieira, Camila Viana",,,,JOURNAL OF FOOD AGRICULTURE & ENVIRONMENT,JAN 2012,2012,10,1,1,,,462,466,,,,,4,0.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,1,0,0,0,0
Yield probability levels for four soybean cultivars in five sowing dates,"Dallacort, Rivanildo; de Freitas, Paulo Sergio Lourenco; Goncalves, Antonio Carlos Andrade; de Faria, Rogerio Teixeira; Rezende, Roberto; Bertonha, Altair",,,,ACTA SCIENTIARUM-AGRONOMY,APR-JUN 2008,2008,30,2,,,,261,266,,10.4025/actasciagron.v30i2.1740,,,4,0.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,1,0,0,0,0,0,0,0
Assessment of climate change impact on double-cropping systems,"da Silva Andrea, Maria Carolina; Dallacort, Rivanildo; Tieppo, Rafael Cesar; Barbieri, Joao Danilo",,,,SN APPLIED SCIENCES,APR 2020,2020,2,4,,,,,,544,10.1007/s42452-020-2325-z,,,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
PEANUT CULTIVARS SUBMITTED TO IRRIGATION LEVELS AND NITROGEN ADUBATION IN TROPICAL CLIMATE,"Barbieri, Joao D.; Dallacort, Rivanildo; Faria Junior, Cleonir A.; De Freitas, Paulo S. L.; De Carvalho, Marco A. C.",,,,ENGENHARIA AGRICOLA,NOV-DEC 2017,2017,37,6,,,,1126,1136,,10.1590/1809-4430-Eng.Agric.v37n6p1126-1136/2017,,,3,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0
Intercropping of lettuce and green ear corn on soil live cover and mulch coverage in no-tillage system,"Nespoli, Andre; Seabra Junior, Santino; Dallacort, Rivanildo; Purquerio, Luis F. V.",,,,HORTICULTURA BRASILEIRA,JUL-SEP 2017,2017,35,3,,,,453,457,,10.1590/S0102-053620170323,,,3,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0
"Dual crop coefficient of common bean in Tangara Serra, Mato Grosso","Fenner, William; Dallacort, Rivanildo; de Freitas, Paulo S. L.; Faria Junior, Cleonir A.; de Carvalho, Marco A. C.; Bariviera, Guilherme",,,,REVISTA BRASILEIRA DE ENGENHARIA AGRICOLA E AMBIENTAL,MAY 2016,2016,20,5,,,,455,460,,10.1590/1807-1929/agriambi.v20n5p455-460,,,3,0.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
